Contrato,Predicao_Fraude
322034698715,0
322046751715,1
321996669715,1
322093358715,1
322097095715,0
322029230715,0
322048899715,0
321987016715,0
322070610715,0
322036257715,1
321984278715,0
322099274715,1
321953363715,1
321963240715,0
322084987715,1
321952651715,0
322013682715,1
321975974715,1
322086968715,1
322068812715,1
322054007715,1
321966149715,1
321984637715,1
322078415715,0
321965607715,0
322019781715,1
321981600715,1
322052658715,0
322035622715,1
321966650715,1
322079540715,0
322017826715,1
321996017715,1
322028447715,1
322040711715,0
321961510715,0
322080309715,0
322021186715,0
322098648715,0
322007383715,0
322007570715,0
322083348715,0
321953427715,1
322054789715,0
322096767715,0
321992673715,1
322055376715,0
322070152715,0
322037865715,0
322067957715,1
322004555715,1
322090803715,1
321989324715,0
321961784715,1
322091175715,0
322046057715,1
322018508715,1
321983272715,1
321991258715,1
322081706715,1
321966308715,1
322036459715,1
322090867715,1
322017507715,1
322067710715,1
322022742715,1
322038155715,1
322087802715,1
322049732715,1
322024361715,0
322023127715,0
321981315715,1
321978981715,1
322061688715,1
321963609715,1
322017418715,1
321991584715,0
321978867715,1
321989535715,0
321993299715,1
322026963715,1
322009334715,0
321987965715,0
322075344715,0
322036155715,1
322047825715,1
321974635715,1
321986859715,0
321996043715,0
322030488715,1
322032770715,1
322090067715,0
321999416715,1
322014790715,1
322019631715,1
321955183715,0
321958102715,0
321981128715,1
322085215715,0
322026943715,1
322036049715,1
322096058715,0
321991277715,0
322017834715,0
321951403715,0
322046236715,1
322032752715,1
322086308715,0
321954058715,1
322039447715,0
322098474715,1
322062923715,0
322057852715,0
322073248715,0
321955998715,0
322068914715,1
321988061715,0
322007518715,1
322083078715,1
322006730715,1
322004751715,0
322061088715,1
322069481715,1
322087913715,0
321956027715,0
322072202715,0
322034058715,1
322003676715,0
322055200715,0
322060876715,1
321957285715,0
321987166715,1
322046222715,0
322057169715,1
321987562715,1
322090088715,0
322044226715,0
322042704715,0
322011285715,0
321950523715,0
322001759715,0
322060850715,1
322062711715,1
322089373715,0
322097743715,1
321946640715,1
322011504715,1
322055503715,1
322060669715,0
322064346715,1
322085068715,1
321983004715,1
321947019715,0
322024802715,0
322035937715,1
321977504715,0
321976436715,0
322096672715,0
321983821715,0
321956267715,1
322077549715,1
322054700715,1
322026308715,0
322038527715,0
322030809715,0
322011407715,1
322039969715,1
322032020715,0
322084506715,0
322081121715,1
321948462715,0
321969917715,0
321969639715,1
322071604715,1
322089774715,0
322039193715,1
322082548715,0
321990938715,1
322004088715,1
322022083715,1
321951226715,1
321965522715,0
322068950715,1
321970538715,0
321965070715,1
321957801715,1
321983724715,1
322002992715,0
321989097715,1
321963714715,1
322050342715,0
322010251715,0
321972225715,1
322006340715,0
322097936715,1
322032679715,1
321995552715,0
322068836715,0
321995039715,1
322066321715,0
322081621715,0
321993575715,1
322060751715,1
321965542715,0
322084675715,1
322092974715,0
322043968715,1
322085791715,1
322093069715,1
321982289715,1
322098702715,0
322092038715,0
322058349715,0
322078971715,1
322001778715,1
322074478715,0
322048334715,0
322080341715,0
321988818715,1
322076432715,1
321978212715,1
321994059715,1
322063109715,0
322097895715,1
322030427715,1
321964473715,0
322069415715,0
322088845715,0
321979107715,0
322068266715,1
322099456715,1
322087293715,0
322029166715,0
322091811715,1
322078629715,1
321993839715,1
321979014715,0
321980473715,0
321984445715,1
321974230715,1
322001272715,0
322023773715,0
321975815715,1
322019177715,1
322067343715,1
322056128715,1
322049088715,1
321999362715,1
322007912715,0
322079161715,0
321964320715,0
322019788715,0
321991860715,1
322015167715,1
322045851715,0
321976439715,0
321988065715,0
322017865715,0
322070971715,0
321950110715,0
322068920715,1
322012420715,0
322096137715,1
322029801715,0
322050989715,0
321946672715,1
322062180715,0
322044884715,0
322091279715,1
322026471715,0
322016898715,1
321953972715,0
322001451715,1
322024758715,1
322074663715,1
322053608715,1
322058664715,1
322079718715,0
322035545715,1
322039964715,0
322071851715,0
322028474715,0
321974817715,1
322059980715,1
322023683715,1
321956006715,1
322097945715,1
322038200715,1
322082145715,1
322014783715,0
322035150715,1
322015109715,0
321951936715,0
322078480715,1
321963185715,1
322012351715,0
321955850715,1
322070922715,0
322030019715,0
322068533715,0
322021321715,1
321961179715,1
321976958715,0
322069378715,1
322026433715,1
321997100715,0
322080504715,1
321979068715,1
321970611715,1
322096221715,1
322076413715,0
322004315715,1
321998284715,1
322093838715,0
321956225715,1
321996484715,1
321959515715,1
322023779715,1
321995807715,1
321958516715,0
322093836715,0
322036539715,0
322038954715,1
322011018715,0
321989705715,0
322029537715,1
322089731715,1
322028654715,1
322067391715,0
322069963715,0
321971377715,1
322008664715,0
321960450715,1
321962565715,0
322085305715,1
322044297715,0
321976756715,1
322011775715,0
322023984715,0
322046047715,0
321978344715,1
321947347715,0
322097885715,0
322015647715,1
322081116715,1
321979913715,0
322054448715,1
322032556715,0
321968103715,1
321955924715,1
321978841715,0
321984979715,1
322071454715,0
321980469715,1
322027914715,0
322066336715,0
322089720715,1
321993979715,1
322044024715,0
322096655715,1
322029228715,1
321989539715,1
322081479715,1
322032881715,0
322065465715,1
322063326715,1
322022874715,0
322043625715,1
321978254715,0
322071530715,1
321966281715,1
321995873715,1
321987395715,0
322011761715,0
321992659715,1
321960493715,0
322048082715,0
322035646715,1
322034166715,0
322054570715,1
321972199715,0
322072847715,0
321998416715,1
322094634715,0
322008469715,1
322002188715,1
322043917715,1
321973944715,1
321974262715,0
321998230715,1
321965049715,1
321978018715,1
322061192715,1
322076447715,0
321960755715,0
321989836715,1
322099408715,1
322046027715,0
321972110715,1
322029372715,0
321976936715,1
321999793715,1
322005273715,0
322088186715,0
321982800715,1
322001928715,0
322017391715,0
322062427715,1
322073878715,0
321950889715,0
322055302715,0
321958118715,0
321951631715,0
322092867715,1
322054985715,1
322090920715,0
322020370715,0
322007348715,0
322054461715,0
322038108715,0
321961222715,1
322082068715,0
322009441715,1
322022717715,1
321975375715,1
321954942715,0
322086564715,1
322085569715,1
322018084715,0
321985475715,0
321952970715,1
322024263715,1
322082560715,0
322085655715,1
321997956715,1
322059229715,0
321959126715,1
321968164715,0
321962780715,0
321965914715,0
322080431715,1
322092369715,1
322064387715,0
322059510715,0
322059747715,1
322089494715,1
321996650715,1
321949032715,0
321961207715,1
322027652715,1
322037769715,0
322043869715,1
322087117715,1
322009242715,1
322004171715,1
322064118715,1
322008935715,1
321964894715,1
322065253715,1
321965550715,1
322012952715,0
322070283715,1
322090438715,0
322085253715,1
322022430715,0
322077753715,1
322084991715,0
321992124715,1
322062589715,1
322074061715,1
322053333715,1
321978286715,1
322063753715,1
321972180715,0
322085998715,1
321974595715,1
321946691715,0
322037781715,0
321957110715,0
321995203715,1
322026451715,1
321959314715,0
322096905715,0
322087183715,0
322036792715,1
322030249715,0
321969607715,1
322004753715,1
322031760715,0
322033932715,0
322054962715,0
321980828715,1
322084007715,0
322021886715,1
322091197715,1
321986256715,1
322051052715,1
322017061715,1
322086522715,1
321949796715,1
322056631715,0
322009904715,1
322072346715,0
322075657715,0
321986912715,0
322071254715,0
321993985715,1
322018939715,1
322009502715,1
322089139715,0
322016248715,1
321959023715,0
321999873715,0
322063108715,0
321950344715,1
321945931715,1
322056079715,1
322004759715,0
322092997715,0
321982280715,1
321966454715,0
321956434715,1
322027399715,0
322031752715,1
322013620715,0
322007646715,1
322035000715,1
322013539715,1
322082417715,1
321954420715,1
321954721715,0
322094503715,0
322022898715,1
322022255715,0
321969276715,0
321995781715,1
321979952715,0
321983552715,0
322083662715,0
322049722715,0
322092243715,0
322075522715,1
321990430715,0
322022709715,0
322037545715,1
322005871715,0
321986427715,1
321973640715,1
322093021715,0
322046792715,1
322015831715,1
321946031715,1
321969673715,1
322077018715,1
322015022715,1
321953813715,1
322081354715,0
322003319715,1
322005764715,1
322014781715,0
321947736715,0
322018057715,0
322014498715,0
321948098715,1
322004270715,0
322044687715,1
322069498715,1
322078417715,0
321949161715,0
321972327715,1
322018608715,0
321955196715,0
322030876715,1
322069874715,1
321959392715,0
322010433715,0
321958240715,0
322035669715,0
321956866715,1
322057643715,0
321975769715,1
322053898715,0
321991984715,1
322013144715,1
322016007715,1
322062135715,0
322020068715,1
322075633715,0
322051685715,1
321990748715,0
322039126715,0
322011872715,1
322079227715,1
322023660715,1
322045234715,0
321987023715,1
321966842715,0
322070448715,0
322051289715,0
321977288715,1
322014483715,1
322029389715,0
321999249715,0
322091317715,1
322028325715,0
321992036715,0
321963196715,0
322012649715,1
322021872715,0
322099016715,0
322044282715,0
321987297715,1
322086485715,1
322006725715,0
321968014715,1
322010115715,1
321965211715,0
322008918715,1
322064599715,1
322065149715,1
322002638715,1
322030660715,0
322095673715,0
322099615715,0
321994308715,1
322009771715,1
322050282715,0
322013992715,0
321988382715,1
321999834715,1
321952926715,1
321991215715,1
321981791715,1
321977815715,1
321978155715,0
322080991715,0
322030414715,0
322033129715,0
322036847715,0
321984236715,0
321973795715,1
322021548715,0
322090220715,0
322012088715,0
321975386715,1
322024206715,0
321969242715,1
322074599715,1
322049112715,1
322094848715,1
322063132715,1
322029392715,1
322078997715,0
322054927715,1
322038021715,1
322088024715,1
322010953715,1
322088232715,1
322060781715,1
322036468715,0
322025480715,1
322076029715,0
322094489715,0
322021727715,0
322058304715,0
322021278715,1
322028446715,1
322052557715,0
321959711715,0
322007178715,1
322047877715,0
321958129715,1
322026988715,0
321989755715,1
322014186715,1
321990470715,1
322046426715,1
322051469715,1
321980414715,1
322005792715,1
322000651715,1
322064555715,0
321972241715,0
322029781715,0
322011270715,0
322089450715,1
322054302715,0
322071296715,1
322029828715,0
321969199715,0
322051596715,0
321997329715,1
322081113715,1
322096569715,0
322072885715,1
322092166715,0
321985303715,1
321992681715,1
321993367715,1
321973784715,0
321952810715,0
322055656715,1
321970014715,1
321947380715,0
321946028715,1
322042994715,0
321968148715,1
321990943715,1
322036513715,1
322078887715,1
322030849715,0
322099130715,0
321977020715,1
321952527715,0
322066367715,0
321994926715,1
321966112715,1
321948936715,0
321985152715,1
321954094715,0
322007366715,0
321999547715,1
322003037715,0
322085977715,1
322065750715,1
322057220715,0
321967265715,1
322077836715,1
321983883715,1
322065105715,1
322079739715,0
322025137715,0
321950199715,1
322064775715,1
321950482715,0
322043628715,1
321966879715,1
321974924715,1
322018033715,1
321985820715,1
322077637715,0
321996963715,1
321950940715,1
322055731715,1
321959540715,0
322063240715,0
322046538715,0
321985505715,1
321951343715,0
321972799715,0
321978924715,1
322054222715,0
322045232715,1
321964704715,0
321958162715,1
321963168715,0
322069667715,1
322094506715,0
321994178715,0
322066974715,0
321946604715,1
321979612715,1
322063009715,1
322049326715,1
321979867715,0
322007441715,0
322098664715,1
322094868715,0
322006020715,0
321957337715,1
322093637715,0
322061295715,0
321959507715,1
321978568715,1
322081029715,0
321950420715,1
322099348715,1
322055510715,0
322039190715,1
322020958715,1
322093746715,1
322035143715,0
321975128715,0
322055416715,0
322085199715,1
321945951715,1
321962339715,1
322055563715,0
321990339715,0
321984869715,0
321959497715,0
322002251715,0
321978051715,0
322029763715,1
322024094715,0
322065477715,1
322072140715,1
322085869715,1
322041370715,1
321985921715,1
322022273715,1
322041494715,1
322006935715,1
322010695715,1
321974744715,0
321953576715,1
322016077715,1
322046763715,0
322081583715,1
321986084715,0
322000452715,1
322093415715,0
321975890715,1
322042669715,1
322084959715,1
322041350715,1
322006099715,1
321997503715,0
322086655715,1
322070537715,0
321984862715,1
322069227715,1
322061000715,0
321965711715,1
322011462715,1
322091192715,1
321953300715,0
321946685715,0
322061352715,0
321998544715,1
322029528715,0
321948367715,1
322010904715,0
322013486715,1
322081042715,0
321983573715,1
322055418715,0
321989270715,0
322014366715,1
321996226715,1
322006009715,1
322088738715,0
322079203715,1
322069654715,0
322095423715,0
322062609715,0
321975006715,0
322006024715,0
321975635715,0
322059458715,0
321973972715,1
322074161715,0
321948479715,1
321965725715,1
321952088715,1
322031462715,0
322005594715,1
321988562715,0
322004062715,0
322089178715,1
322091516715,0
322021851715,0
321951187715,0
322061070715,1
321989922715,0
322047366715,1
321952832715,1
321946401715,1
321979162715,0
322082777715,0
322052127715,0
322031740715,1
321979901715,1
321998380715,0
322000665715,0
322012275715,1
322098180715,0
322064667715,1
322065220715,0
322001704715,0
322005128715,1
321987929715,1
322043714715,1
322070423715,0
321969866715,1
322027373715,0
321978812715,0
321956348715,0
322052096715,1
322014339715,0
322022137715,1
322095838715,0
322082633715,1
322012208715,0
321969904715,0
322031772715,1
322008055715,1
322032909715,1
321967563715,1
322027958715,1
322012339715,1
321994193715,1
321955140715,0
322094972715,0
321967520715,0
322070014715,1
321970099715,1
321947222715,1
322036220715,1
322002966715,1
321955941715,0
322050305715,0
322050877715,0
322067265715,1
322081799715,1
321965245715,1
322057134715,0
321968774715,0
321969550715,1
322041417715,0
321981292715,0
322049741715,1
322030923715,1
321996761715,0
322080932715,1
321983130715,0
322029798715,0
322049783715,1
322072592715,0
322071469715,1
322043388715,0
322016652715,0
322090160715,1
322079607715,0
322003882715,1
322011972715,0
322007672715,0
322059569715,1
322044729715,0
322070098715,1
322058419715,1
322007078715,0
322028498715,1
322003608715,1
322017602715,0
322058808715,1
322051078715,1
321986232715,1
321954443715,1
322060616715,1
321988238715,0
322052321715,0
322059437715,1
321983600715,0
321950222715,1
322066027715,1
322085752715,1
321956160715,1
322007656715,1
322063055715,0
321993094715,1
322014243715,0
322098142715,0
322059093715,0
321981986715,0
322050087715,0
321946432715,0
322069599715,0
322099510715,0
322043740715,1
321978236715,1
321984366715,1
322093042715,1
322065047715,0
321946550715,1
322083748715,1
322039541715,1
322019708715,1
322030067715,0
321982481715,0
321969076715,1
322049929715,1
321969703715,0
321979833715,0
321987572715,0
321950243715,0
322068000715,0
322029486715,1
322031723715,1
322019982715,1
322033684715,1
322061424715,1
322028452715,0
322040652715,1
321968001715,1
321970409715,1
322038697715,0
321952133715,1
322011801715,1
321983513715,1
321962228715,0
322051933715,0
322068101715,0
322029470715,0
321970865715,0
321957544715,0
322074841715,0
322061624715,0
321953387715,1
321954770715,1
321984717715,0
322020156715,0
321993931715,1
322047049715,1
322055929715,1
322072046715,1
322063419715,1
321997274715,0
322022819715,1
322003979715,1
322079026715,1
321994428715,1
321964478715,0
322042830715,1
322030088715,1
321972401715,1
322004193715,1
322009908715,1
322069752715,1
322080586715,0
322059380715,0
322068115715,1
322033101715,1
322089611715,1
321995469715,1
321952559715,0
322005030715,1
322084316715,0
322010548715,0
321962423715,0
322018630715,1
321963888715,0
322034273715,1
322020179715,1
322059878715,0
322030023715,1
321991265715,1
321970447715,1
321972538715,0
322011853715,0
322097152715,1
322041369715,0
322002716715,1
322095192715,1
321956949715,1
322026633715,1
322028950715,1
322041317715,1
322067078715,0
321980444715,1
321978038715,0
321978990715,1
321991390715,0
322039178715,1
322003292715,0
322007697715,0
322033323715,1
322077372715,0
321947239715,1
322005981715,1
322014967715,0
321947655715,1
321974539715,1
322032453715,1
321976385715,1
322092999715,0
322081635715,1
322079778715,1
322073921715,0
321974147715,1
321962638715,0
322063145715,0
321974192715,0
322019253715,0
322067486715,0
321975573715,1
322095762715,0
322049143715,0
321959480715,0
322011109715,0
322003479715,1
322070608715,1
322019898715,1
321974088715,1
322007597715,0
322056247715,1
322073911715,1
322060090715,1
321991506715,1
322074617715,0
322015017715,0
321965630715,1
322035441715,0
322062047715,0
322089061715,0
321957057715,0
322022343715,0
321984134715,1
321973612715,1
321998699715,1
322001506715,0
322063223715,1
321990923715,1
321971607715,1
322042204715,1
321968282715,1
322053681715,1
321949925715,1
322035479715,0
321975747715,0
321960945715,0
322018927715,1
322059979715,1
322087497715,1
322015691715,1
322065028715,0
322023570715,0
321965471715,1
322019107715,1
321951794715,0
322007265715,1
322097540715,0
322017303715,0
322097224715,0
322094328715,1
322044949715,0
322097014715,1
322000725715,1
322084096715,1
321957805715,1
321995992715,1
322025154715,0
321969421715,0
321962407715,1
322063969715,1
321990134715,0
321953872715,1
321980915715,0
322022050715,0
322080974715,1
321949383715,1
322027087715,0
322060833715,0
322066987715,0
322008459715,1
321974893715,1
322035728715,0
322089238715,0
322046064715,0
322093320715,0
322009701715,1
322049927715,0
322057380715,1
322085852715,1
321987234715,0
321973799715,1
322070054715,0
321956858715,0
322082591715,0
322016554715,1
322064889715,1
321981947715,1
322086660715,1
321950142715,1
322002645715,1
322041757715,1
322040815715,1
322008840715,1
321999167715,1
321952585715,1
321970637715,1
322040011715,1
321989544715,1
322055100715,0
322047225715,1
321991210715,1
322075141715,0
322091732715,0
322019032715,0
322031702715,0
322000954715,1
321976531715,1
321978982715,1
322010185715,0
322060262715,0
321983245715,1
322009706715,1
322017324715,0
321999013715,0
321980949715,1
321961160715,1
322024505715,1
322077319715,0
322043894715,0
321971408715,1
322089518715,0
322017297715,0
321990994715,1
321966199715,0
322033663715,1
322044087715,0
322048171715,1
321998913715,0
322088199715,1
321996581715,1
322044252715,0
321947735715,1
322014401715,1
322059394715,1
322039722715,1
322070265715,1
322049285715,1
322095637715,1
322006888715,0
321952103715,0
322039021715,0
322065287715,0
322029716715,1
322009761715,1
321960504715,0
322029534715,0
321993293715,1
322039907715,1
322081619715,1
321970810715,0
322013520715,1
321958015715,0
322050712715,0
321960041715,0
321962488715,0
322003977715,1
322094116715,1
321955216715,1
321962752715,0
321953187715,1
321949506715,0
321976670715,1
322081287715,1
321989595715,1
322046603715,1
322086818715,0
322096691715,1
321954546715,1
322037450715,0
321991500715,1
322019146715,0
322025038715,1
322051880715,1
322067032715,0
321974887715,1
322074536715,0
321966090715,0
322017141715,1
321951338715,0
322083027715,0
321987821715,0
321965590715,0
322048769715,1
322098211715,1
322072230715,0
321989882715,0
322083189715,1
321968899715,1
321972689715,1
321971416715,0
322073933715,1
321978530715,1
321995742715,1
322061239715,1
322051572715,1
322006421715,0
322057811715,1
322079233715,0
322040857715,1
322011447715,1
322002940715,1
321963096715,1
321982513715,1
322054250715,1
321964572715,0
322004360715,1
322044230715,1
321997912715,1
322041130715,1
321967289715,1
322066396715,0
322057180715,1
322034730715,0
322079899715,1
321987391715,0
321957106715,0
322024434715,1
321982936715,1
321992881715,1
322097866715,0
322020583715,0
322012147715,1
321952919715,1
322008693715,0
322003623715,0
322014065715,0
322038625715,1
321988116715,1
322035892715,1
322048298715,1
322031040715,1
321989647715,0
322080917715,0
321948464715,1
322069138715,0
322049013715,0
321999753715,1
322097537715,0
321981589715,1
321987499715,1
322080055715,0
321989392715,1
321954046715,1
321994317715,1
322063859715,1
322025033715,1
322008324715,1
321964998715,0
321945981715,1
321951369715,0
322050526715,1
321971477715,1
321973224715,0
322093754715,1
321990427715,0
321992271715,0
322033664715,0
322074487715,0
322000826715,1
321984608715,0
321975718715,0
321951493715,0
322022561715,1
321955359715,1
322066435715,1
322044670715,1
322036854715,1
322048208715,1
322082435715,1
321994673715,1
322051357715,1
321968558715,0
322053142715,1
321959776715,1
322014288715,1
322037098715,0
321983299715,0
322086296715,0
322051114715,1
322050866715,1
322063432715,0
321962051715,1
322057848715,1
322091146715,0
322022627715,1
321997823715,0
321947673715,1
321958216715,1
322089103715,0
321948579715,0
321994982715,1
322034769715,0
322060841715,0
322005447715,1
322057908715,0
322043696715,1
322007227715,1
321987500715,0
321966135715,1
322096077715,0
321962142715,1
322051056715,0
322051193715,1
322090223715,0
321952686715,0
321971431715,0
321958533715,1
321971682715,1
322074002715,1
321951787715,0
322065999715,1
322003862715,1
322081582715,0
322016006715,1
322052571715,0
322083107715,1
321971243715,0
321947639715,0
322067879715,0
321965248715,1
322030198715,1
322025911715,1
322084010715,0
322056847715,1
322058403715,1
322089635715,0
322020772715,0
322060125715,1
322047856715,0
321997748715,0
322025658715,1
322028290715,1
321958807715,1
322064819715,1
322073662715,1
322021130715,0
322090321715,0
321988658715,0
322028372715,1
322056093715,1
322053668715,1
322064477715,1
322062733715,1
321951977715,0
321953630715,1
321950388715,1
322070584715,1
322023817715,1
322081895715,0
322059348715,0
322062972715,1
321992915715,1
321995901715,1
321972177715,1
321979089715,1
321957228715,0
322019393715,1
321976748715,0
322018742715,1
322051444715,1
322057578715,0
322073865715,0
322033859715,0
321964626715,0
321972781715,1
321982631715,1
322000730715,1
321966132715,0
322092920715,1
322050986715,0
322057987715,0
322098329715,1
322007897715,0
321961937715,0
322003914715,1
322057545715,0
321987179715,0
322097539715,1
321955259715,1
322049631715,0
321976847715,1
321955090715,1
321986721715,1
322010693715,1
321965843715,1
322073088715,1
322078930715,1
322042402715,1
322041253715,1
322059305715,1
322006384715,1
322012056715,0
322098554715,1
322079865715,1
322062682715,1
322051093715,1
322090131715,0
322096612715,1
321957069715,1
321971815715,1
322058271715,1
322050295715,1
322014700715,1
322011493715,1
321974469715,0
322021892715,1
322032215715,1
322019472715,0
321986127715,1
321974487715,1
322090249715,0
322041314715,1
322092835715,0
321957563715,1
321981249715,1
322018416715,0
322046546715,1
321953790715,1
322035681715,0
321962330715,1
321954747715,1
321961515715,0
322048217715,0
322073217715,1
321958131715,1
321997198715,1
322026937715,1
321952320715,1
321987042715,1
322048333715,0
321955769715,1
321988996715,0
322001217715,1
321956115715,0
321954326715,0
322095670715,0
321958655715,0
321974266715,1
321954587715,1
321949784715,1
321998575715,1
322087336715,1
322016033715,1
322045493715,1
322026788715,1
321989210715,0
322059242715,1
322063922715,1
321946179715,1
321975939715,1
322086931715,1
322025149715,0
322090087715,1
321996531715,0
322020890715,0
321980830715,1
322037375715,1
322034528715,1
322003060715,1
322047930715,0
322047125715,0
322047256715,0
322060326715,0
321951009715,1
322017160715,1
321969446715,0
322093148715,0
321975428715,1
321979163715,1
322099568715,0
321977728715,1
321984210715,1
321990464715,0
321997264715,1
321959522715,1
321946357715,1
321985760715,1
322051251715,1
321956000715,1
322015862715,1
322088590715,0
322035099715,1
321955337715,0
322043573715,1
322081697715,0
322098902715,0
321974130715,1
321974511715,1
322061958715,1
321994979715,0
321959418715,1
322050675715,1
321999933715,1
321986372715,0
321952506715,0
322056903715,1
322054144715,0
322070745715,0
322096990715,0
322050780715,1
322051742715,1
321958690715,1
322088305715,0
321960022715,0
321961843715,1
321972085715,1
322014909715,1
321982963715,0
322043541715,0
321959281715,1
322074272715,1
322029946715,1
322094711715,1
322031862715,1
322055926715,0
321993954715,0
322049932715,0
322086345715,1
322090668715,1
322067684715,0
321984950715,1
322055328715,0
321947272715,1
322039908715,0
322037241715,1
322060112715,0
322080291715,0
322050409715,0
322050880715,0
322004410715,1
322045541715,1
322018731715,1
321952715715,0
322074877715,1
321960272715,1
322055579715,0
322003481715,1
322072147715,0
322052750715,0
322056024715,1
322069759715,0
322082411715,0
322092694715,1
321988302715,1
321995369715,1
322026306715,1
322045268715,0
321948700715,0
322010998715,1
322034156715,1
322034478715,1
322064298715,1
322045046715,1
321994691715,0
322027166715,1
322007195715,0
322040749715,1
322026473715,1
322055327715,0
322005936715,0
322060153715,0
322036295715,0
322050817715,0
321963789715,0
322017125715,0
322083487715,1
322061284715,1
322093815715,1
321973148715,1
322087999715,0
322085166715,0
321965784715,1
322016082715,0
322054723715,0
321965883715,1
321983743715,1
321987993715,1
322077294715,0
321983480715,1
322094860715,0
321980523715,1
322098326715,0
322050604715,1
321990958715,0
322042731715,0
322065767715,0
322077910715,1
322038000715,0
321998733715,0
321948044715,0
322015029715,0
321953698715,0
322065707715,0
322020317715,0
322040719715,0
321977755715,1
322012307715,1
321969434715,1
322099061715,0
321980137715,1
321988029715,0
321952799715,1
321954107715,1
322081352715,0
322040938715,1
322068710715,1
322013159715,1
322040693715,1
321978454715,1
321978290715,1
322027228715,0
322013402715,0
322022670715,0
321990178715,0
321947561715,1
321949325715,1
322079279715,1
321989175715,0
322040564715,0
321976003715,1
321956808715,0
322087559715,0
322053711715,0
322038773715,0
321998671715,1
321993873715,1
322067034715,0
321960966715,0
322054713715,0
321988480715,0
321960196715,0
321949652715,1
322039614715,1
321975467715,0
322097221715,0
322045996715,0
322091951715,0
321994143715,1
322048276715,0
321962989715,1
322081097715,0
321962322715,1
321963354715,0
322062837715,1
322093948715,0
321972566715,0
322072550715,1
322004757715,0
322097981715,0
322093129715,1
322098884715,0
321955426715,0
322053305715,0
322061899715,1
321979562715,1
321965029715,1
322015317715,1
321990362715,0
322035323715,1
322026439715,1
321975013715,1
322053485715,0
322023712715,0
322015566715,1
321980874715,0
322054172715,0
322098053715,0
322081678715,1
322030603715,1
321973878715,1
322096325715,1
321953188715,1
321954992715,1
321975208715,0
322015569715,1
322083667715,0
321972464715,0
322050601715,1
322057622715,1
322089195715,0
322001160715,1
321970152715,0
322012153715,1
322055399715,1
321947717715,0
321990709715,0
322098481715,1
321976480715,1
322050223715,0
322039023715,1
321966658715,1
322075513715,0
322086905715,0
322034640715,0
321973445715,1
322041710715,1
322060285715,1
322001382715,1
322048089715,0
321974527715,1
322057773715,1
321992087715,1
321954982715,0
322067102715,0
321960150715,1
321961248715,1
322080033715,0
322032404715,1
321953563715,1
322017044715,0
321965361715,0
322094404715,0
322080436715,1
321990551715,0
321953611715,0
322048536715,1
322085963715,0
322056010715,1
322075500715,0
322078358715,1
322050210715,1
322083244715,1
322016908715,1
322057254715,0
321977942715,1
321963009715,0
322002548715,1
322095904715,1
322036661715,1
322057692715,1
322013206715,1
321994302715,1
321982738715,1
321954429715,0
322081689715,1
321994931715,1
321981379715,1
322075862715,0
322038614715,1
322083740715,0
322090466715,1
322097834715,0
321968942715,1
321969399715,0
321948870715,1
322038752715,0
322039078715,1
321955707715,1
322081655715,1
321972815715,1
321998518715,1
322028176715,1
322025160715,1
321971034715,1
321963459715,0
322082908715,1
322020749715,1
321992461715,1
322039061715,1
322032856715,1
321963594715,0
321951345715,0
322047982715,0
322039676715,1
322078682715,1
321993923715,1
322076641715,0
321951354715,0
322041387715,1
322059845715,0
321979544715,1
322010654715,0
321948533715,1
321960350715,1
322051957715,1
321975446715,0
322036901715,0
322028904715,1
322044651715,0
321987158715,1
321990553715,1
321976810715,0
322096738715,1
321968199715,0
322092854715,1
321986756715,1
322043990715,0
321950339715,1
322039257715,0
322097396715,0
322033821715,0
321996236715,1
321965122715,1
321958008715,1
321984354715,1
322064772715,1
322066283715,0
322099472715,0
322003080715,1
321971051715,0
322021554715,0
322066099715,1
321979427715,0
322093298715,0
321972098715,1
321966395715,1
321962355715,0
322045650715,1
321996811715,1
321959261715,1
321976970715,0
322088192715,1
321959377715,1
321973444715,0
321990624715,0
321999712715,1
322093523715,1
322027789715,0
322097788715,0
321972715715,0
322034608715,1
322039633715,1
321986901715,1
322077523715,1
322046081715,0
322089382715,0
321995818715,1
321994399715,1
322041138715,0
321995977715,1
321992798715,1
321971968715,1
322048715715,1
321998192715,1
321980150715,1
321986490715,1
322024526715,0
322031676715,1
321969753715,1
322098796715,1
322063449715,1
322055965715,0
321966909715,0
322069849715,0
322043556715,1
322096710715,0
322047448715,0
322053350715,1
321967803715,1
321968564715,0
321957107715,1
322050338715,1
322077498715,0
322074867715,1
322099238715,0
322023730715,1
322066662715,1
321946022715,0
322081421715,0
322007300715,0
322051873715,0
321967074715,1
322024989715,0
321996085715,0
321967286715,1
321982924715,1
321980045715,0
322079695715,0
322064146715,1
322027868715,1
322060661715,0
322047438715,1
322047764715,1
322064597715,1
322072045715,0
322030057715,1
321998333715,1
322000197715,1
322061500715,0
322005484715,0
322056738715,0
322071353715,0
321969140715,0
321955503715,0
322019907715,0
322051779715,1
322064258715,0
321970528715,1
321955880715,1
322014624715,1
321971497715,1
321979213715,1
321977393715,1
321968602715,1
322026383715,0
322077608715,1
322005752715,0
322016185715,1
322080594715,1
321961834715,1
321959503715,0
321981923715,1
322048754715,0
322019837715,0
322024849715,0
322072411715,0
322076084715,1
321955630715,0
321976271715,1
322077291715,1
322038790715,1
321964094715,1
