Contrato,Predicao_Fraude
322035339715,1
321949419715,1
322019005715,0
321982094715,1
321982096715,1
321970933715,0
322040557715,0
321984517715,1
322072026715,0
322029401715,1
321998132715,0
321998785715,0
322055064715,1
322002491715,1
322028918715,0
322039210715,1
321966598715,1
321980233715,0
321946694715,1
322015554715,1
322088376715,0
322095755715,0
321982982715,0
321986903715,0
322053046715,1
322093546715,0
321981911715,0
322009913715,1
321968439715,0
321955598715,1
322002007715,1
321983618715,0
322023324715,1
322029663715,1
322036120715,0
321997407715,1
321962324715,0
322067780715,0
321987266715,0
322077783715,0
322082905715,0
321995268715,1
322099253715,0
321984438715,1
321964628715,1
322042426715,1
322056443715,0
321946600715,1
322082215715,1
322098682715,0
322003334715,0
322009330715,0
322091031715,0
321972027715,0
322002931715,0
322098637715,1
322040524715,1
322001576715,1
321968029715,1
322076402715,1
322024777715,0
322074933715,1
322007037715,1
322078638715,1
322090900715,1
322038638715,0
322007987715,1
322096266715,0
322054536715,0
322080476715,0
322022887715,1
322023567715,1
321965065715,1
322065967715,1
322042832715,0
321984628715,1
322059164715,1
321990911715,0
321946023715,0
322009607715,0
322090410715,0
322033388715,0
321996426715,1
322065196715,1
322056261715,0
322089197715,1
322050638715,1
321954704715,0
322006030715,1
321992912715,0
322034215715,1
322041042715,1
322037359715,1
322022280715,1
321988753715,1
321984662715,0
321951530715,0
322020832715,0
321948739715,0
322035673715,1
322040713715,0
322002321715,0
321974080715,1
322008192715,1
322041515715,1
321991406715,1
322035675715,0
322091291715,1
322016577715,1
322024533715,0
322031700715,1
322015768715,0
322057897715,1
322005827715,1
321972953715,0
321978410715,0
322020006715,1
322074646715,1
322063186715,1
322012181715,0
322076318715,0
322067413715,1
322086332715,1
321972231715,1
321984685715,0
322094519715,0
321986134715,0
322022788715,0
322028847715,1
322035476715,0
322005546715,1
322017438715,1
321987086715,1
322020753715,0
321988052715,1
321949976715,1
322019291715,0
322003842715,1
322014668715,1
321950152715,1
321998173715,1
322071429715,0
322087425715,1
322060979715,1
322030992715,0
322025974715,1
321956288715,1
321952501715,1
322000084715,1
322094462715,0
322070301715,0
322064877715,1
321980109715,1
321956106715,0
322023341715,0
322080057715,1
321993749715,1
322082683715,0
322062330715,0
322055517715,1
321952580715,0
322099334715,0
321970906715,1
321972670715,1
321974971715,1
321970439715,1
322029305715,1
322068343715,1
321968071715,0
322033100715,1
322008227715,0
322089769715,1
321950546715,1
321998551715,1
321987104715,1
322039400715,1
322031964715,1
321982394715,1
322065117715,1
322082477715,1
322092791715,0
321976532715,1
322066705715,0
322059377715,1
322034229715,1
322002122715,1
322004905715,1
321947400715,0
322095221715,0
322001991715,1
322073526715,1
322064647715,0
322022381715,0
322008697715,1
321990756715,0
321951591715,0
322016681715,0
322023373715,1
321986165715,0
322039112715,1
322071491715,0
322076539715,0
321961684715,0
322052583715,1
322072248715,1
322044782715,0
322002897715,1
322053787715,1
322005534715,1
321992550715,1
322030396715,1
322011279715,0
321993074715,1
322026895715,1
321970170715,1
322033666715,0
322002245715,1
322091447715,0
322041199715,1
321982143715,0
321997755715,0
322026185715,0
322024364715,0
322060536715,1
322085915715,0
322093568715,1
322034741715,1
321989804715,1
321968481715,1
322075836715,0
321947901715,0
321999386715,1
321982200715,1
321992533715,0
322052668715,1
322081639715,1
321980314715,1
322037339715,0
322023532715,0
322096786715,0
322058159715,1
322009567715,1
322056858715,1
322086503715,1
322006069715,1
322050439715,0
321984629715,1
322029697715,0
321973067715,1
322078414715,1
322002199715,1
322096875715,0
322048735715,1
322053429715,0
322053931715,0
322017905715,1
321982519715,0
321973938715,0
322021260715,0
322067906715,0
321969457715,0
322050736715,0
322002546715,0
322004205715,1
321954669715,1
322060810715,0
322084220715,1
322049726715,0
322046459715,1
322003378715,1
322082318715,0
321981820715,0
322083915715,0
321998189715,0
322042806715,0
322070191715,1
322061845715,1
322001131715,0
321986735715,1
322060355715,0
322060657715,1
322099046715,0
322028407715,1
321984933715,0
321970292715,1
322041186715,0
321951396715,0
322075290715,1
322071077715,0
322096629715,0
322059579715,0
322022579715,0
321984223715,1
322069275715,0
322017809715,0
321983253715,0
322064712715,0
322041497715,0
322006055715,1
321999053715,1
322046387715,1
322010635715,1
322093369715,1
322027717715,1
322013385715,1
322097227715,0
322012413715,0
321983154715,0
322072092715,1
322044330715,0
321954712715,1
322010926715,0
321957378715,0
322011390715,0
322074179715,1
322090894715,0
321957281715,1
322082697715,0
322027477715,0
321992670715,1
322068364715,1
322096085715,0
322024446715,1
321978350715,1
321963941715,1
321980655715,1
322004860715,1
321990536715,1
322020530715,1
322071073715,0
322055998715,0
321986004715,0
321996870715,1
321982226715,1
322034982715,1
322070029715,0
322052159715,1
322053302715,1
322018690715,1
321973844715,1
322016883715,1
321982815715,1
322095368715,0
322006114715,1
321947949715,0
321951145715,1
322087468715,0
322027768715,1
322003409715,1
322061679715,0
322065584715,1
322048378715,1
322050360715,0
322080920715,1
322002171715,1
321950435715,1
322079118715,1
321988062715,0
322097893715,0
322032058715,1
321977930715,1
321961176715,1
321950813715,0
321972565715,0
322091992715,0
321967210715,1
322069031715,1
322010633715,1
322027608715,0
322097694715,1
322075570715,1
322051712715,1
322035557715,0
322014676715,0
322001106715,1
322047002715,1
322072246715,0
322053140715,0
321983684715,0
322005276715,0
322086065715,0
322075010715,1
322057111715,0
321984587715,1
321977123715,1
322006747715,1
321976442715,1
321990138715,1
321999876715,0
321954933715,0
321979701715,0
321997004715,1
321955470715,1
322040661715,0
321992371715,1
322094241715,0
321995136715,0
322091787715,1
322055789715,0
321975557715,1
322069882715,1
322008493715,1
321996026715,1
321955253715,0
321985443715,1
322092481715,0
322011780715,1
322095599715,0
322007436715,1
322066148715,0
322056768715,1
322091615715,0
322003294715,0
322001090715,1
321990837715,1
322033975715,0
322082543715,1
322038432715,1
321954393715,1
321966669715,0
322017578715,0
321990373715,0
322012500715,0
322067884715,1
322006989715,1
321973499715,1
322044253715,1
322011452715,0
321996266715,0
321959792715,0
321979828715,0
322065632715,1
321948996715,0
321990236715,1
322098098715,1
321973564715,1
322002495715,0
322079534715,0
321974550715,1
321976045715,1
321959352715,0
322021844715,1
322085395715,0
322098603715,0
322037521715,0
321963011715,0
321979668715,0
321975968715,1
321949633715,1
322022103715,1
322050334715,1
322078473715,0
322049232715,0
322090981715,1
322084144715,0
321982721715,0
321952412715,0
322085467715,0
322036052715,1
321997629715,1
322060644715,1
322026380715,1
322041517715,0
321947177715,1
321983828715,1
321975638715,1
322092217715,0
322075432715,0
322077256715,0
321992824715,1
321965419715,1
321982588715,0
322052495715,0
322079545715,0
322073710715,1
321990519715,0
321984947715,0
322078666715,1
322007930715,0
321961851715,0
322036062715,1
321994079715,1
321974103715,0
322071154715,0
321948646715,1
321946154715,0
322024125715,0
321993314715,1
322001555715,0
322058137715,0
322015874715,1
322030691715,1
321981869715,0
321949757715,1
321950010715,0
321963114715,0
322003878715,0
322090638715,1
321986166715,1
322007485715,1
322081015715,1
322044213715,1
321995079715,0
322074198715,0
321984481715,1
322082494715,0
322055243715,1
321992115715,0
322095556715,0
322046704715,1
321963434715,1
321970700715,1
322027492715,0
321966871715,1
322079709715,0
322060343715,1
322022807715,1
322051799715,0
321988488715,1
322014529715,1
321958479715,1
322081929715,1
321972102715,0
322085618715,1
322018924715,1
322044595715,1
322010186715,0
321970006715,0
321978061715,1
322094220715,0
322012219715,0
321953833715,0
322048593715,1
321996116715,0
322006627715,0
321993263715,0
322064972715,0
322082071715,1
322093477715,0
321960211715,1
322061875715,0
321976077715,1
321966885715,0
321975603715,1
322096998715,0
322026086715,1
322012763715,0
322058635715,0
321961624715,0
322030916715,0
322079066715,0
322083987715,0
321973655715,1
322052841715,0
322062528715,0
322069174715,1
321952189715,1
322016382715,0
322052002715,1
322098734715,0
322091859715,1
322051018715,0
321977566715,0
321980031715,1
321959959715,0
321984976715,0
321990439715,1
322088408715,0
322019804715,0
322037055715,0
322014922715,0
322031469715,0
321966778715,1
322055015715,1
321979151715,0
322092916715,0
322058230715,0
322071172715,0
322023515715,0
321964714715,0
322081600715,0
322046553715,0
322024500715,0
322055013715,1
321950899715,1
322029665715,1
322079342715,0
322084633715,0
321981479715,1
321982965715,0
322050980715,1
321947626715,1
322057472715,1
321977742715,1
322088359715,1
322003557715,0
321971775715,0
322010625715,0
322040519715,0
322089650715,1
322011496715,1
321957775715,1
322039802715,1
322026189715,0
322099390715,0
322094001715,0
322037845715,0
322066560715,1
321985379715,1
322038158715,0
322008293715,1
322095492715,0
322098575715,1
322063799715,1
322049460715,0
322052555715,0
322064325715,0
321974403715,1
322026196715,0
322016391715,1
322000456715,1
322044660715,0
322081730715,1
322011557715,0
321946578715,1
322014603715,1
322017768715,0
322079578715,1
322026690715,1
322015337715,1
322084746715,0
321983382715,1
321963832715,1
322027486715,0
321971392715,1
321985782715,1
322011412715,0
322085391715,1
322074036715,0
322037469715,1
322010483715,0
322034473715,1
322070359715,1
322018389715,0
322070761715,0
322056718715,1
322081901715,0
322000076715,0
322028551715,0
322053383715,1
322046912715,0
321971613715,1
322020677715,1
322095973715,0
322092561715,1
322094084715,0
321946302715,1
321973562715,0
322068538715,1
322018702715,0
322023751715,1
322086254715,1
322017012715,0
322060690715,0
321972728715,1
321995363715,0
322039616715,1
322036850715,1
322086969715,0
321965959715,1
322023628715,1
321988540715,1
322088157715,1
322055905715,1
322033368715,1
322067254715,1
322053693715,1
322054453715,1
321980852715,1
322097608715,1
322023271715,0
321975370715,1
322028780715,0
322058653715,1
321993312715,1
321948713715,1
322091153715,1
322056296715,1
322054955715,0
322087177715,0
322059416715,0
322064370715,1
322029917715,0
322033275715,0
321992062715,1
322056103715,1
321996440715,1
322050763715,1
322022099715,1
322063112715,1
322060679715,0
322049065715,0
322066860715,0
322021693715,1
321996746715,1
321973273715,0
322096847715,1
322042685715,0
322086741715,1
322056914715,1
322063012715,1
321952115715,1
322076400715,1
321947838715,0
321947707715,1
322020377715,1
321997545715,1
322062693715,1
322067383715,0
322069628715,1
322098564715,0
322079642715,0
321982823715,1
322090080715,0
322062945715,1
322085433715,0
321955618715,0
322053660715,1
322034488715,1
321960077715,1
322094751715,1
322064804715,1
322071852715,0
322090118715,0
322003678715,1
322014242715,0
321991863715,0
322062007715,0
322009569715,1
322003717715,1
321971406715,1
321984640715,1
322083333715,0
322037008715,0
321998703715,1
321946894715,0
322004428715,1
322079252715,0
322000721715,0
322030027715,0
321969070715,1
321975285715,1
322025268715,1
321993956715,1
322093291715,0
322059179715,1
322059597715,0
322025270715,1
322018022715,0
322061892715,0
322086604715,1
321992646715,1
321993430715,1
321994448715,1
321972183715,1
322052479715,1
322004992715,0
322072341715,1
322063284715,1
322008360715,0
322026435715,1
321975704715,1
322099404715,0
322060039715,1
322087613715,1
322089071715,1
322013406715,0
322095658715,0
321997777715,1
322074924715,0
322088799715,0
322020982715,0
322052981715,0
321999778715,0
322097416715,0
322098350715,1
322055019715,0
322053943715,0
322006111715,1
321983535715,0
322081199715,1
321969456715,1
321959295715,0
322026523715,1
321993439715,1
322078028715,0
322021176715,1
322090479715,1
321993142715,1
321996562715,0
322012588715,1
322020448715,0
321998820715,0
322079927715,0
322083526715,0
322022014715,1
322018994715,1
322001245715,0
322089836715,1
322017573715,0
321950690715,1
322018060715,1
322017579715,1
321985483715,1
322033309715,0
322043519715,0
322064717715,0
322047843715,0
322001929715,0
322043418715,0
322081120715,0
322028336715,0
322002847715,0
322028731715,1
321984997715,0
322096149715,0
321965904715,1
321964954715,1
322054215715,1
321954673715,1
322092611715,0
321993537715,0
321954697715,0
322094338715,1
322064602715,1
321951072715,1
322070979715,1
322073987715,1
321971917715,1
322014389715,1
321968536715,0
321989520715,0
321965889715,1
322059224715,0
322059568715,1
322003715715,0
321976050715,1
322098728715,0
322066550715,0
322026576715,1
322094161715,1
322034533715,1
321960180715,0
321954471715,0
322022923715,1
321975230715,0
321951711715,1
321951435715,1
322063163715,1
322027489715,0
321960147715,0
322094446715,0
322032954715,0
321967972715,1
322090523715,0
322065623715,1
322013914715,0
322036658715,0
321970613715,0
321997015715,1
321963387715,1
322073485715,1
322052260715,1
321958603715,1
322065106715,1
322096721715,0
322068922715,1
321995065715,1
321981595715,1
322080926715,1
322009545715,1
321966706715,0
322048836715,1
322060104715,1
321974228715,0
322088480715,1
322013853715,0
322025645715,1
321983778715,1
322014126715,1
321969727715,1
322092198715,1
322089545715,0
322024405715,1
321975865715,1
321947443715,1
321961406715,1
322019701715,1
322005914715,0
321986632715,1
322052960715,1
321983351715,1
321976196715,0
322040741715,1
321957319715,1
322010023715,0
322055451715,0
321996461715,1
321965216715,1
321987675715,0
322020812715,0
321974128715,0
322066534715,1
322029680715,1
321988752715,1
321963125715,1
321991774715,1
321959671715,0
321990378715,1
322089315715,1
322017437715,1
321960962715,0
321947045715,1
322072130715,0
322087566715,0
322064615715,1
321969207715,1
322096686715,1
321993627715,1
321990092715,0
321973370715,1
321946802715,1
321999248715,1
322090340715,0
322073649715,0
322035364715,1
322019120715,1
321970501715,0
322017780715,0
322055551715,1
321989840715,1
321983595715,1
322034836715,1
322068611715,0
322039170715,1
321956546715,0
322012098715,1
321961264715,0
322073461715,0
322009837715,0
321948707715,0
322092117715,1
321959949715,0
321952963715,1
322063882715,1
322018437715,1
322093201715,1
322062895715,0
322042765715,0
321972099715,1
321990913715,0
322004956715,0
322048802715,1
322004294715,0
321950737715,1
322069926715,0
321967769715,0
322007804715,1
322079722715,1
321952760715,1
321947171715,0
321956967715,0
322066538715,0
321946839715,1
322087537715,1
322092730715,0
322053202715,1
322038008715,1
322095888715,1
322028603715,1
322040329715,1
322042618715,1
322038547715,1
322054379715,0
322054599715,0
321982795715,1
322076928715,0
322019718715,0
321963002715,1
322078323715,1
321997176715,0
322075866715,1
321973080715,0
322071768715,0
321960750715,0
321970117715,1
322002216715,1
321970469715,0
322066040715,0
321971658715,1
322091481715,0
322086703715,0
321976955715,0
321974662715,0
322083600715,0
322083938715,0
322072467715,1
322038114715,0
321996175715,1
322090037715,1
321972615715,0
322093195715,0
322049032715,1
321976543715,1
322036263715,0
321986445715,0
322072903715,1
321959212715,1
322024035715,1
322067243715,1
322060190715,1
322002748715,0
321947687715,0
322068054715,0
322029792715,1
322023099715,1
321971738715,0
322097242715,1
322087935715,1
322051042715,1
322097723715,1
322024825715,1
322000081715,1
322054169715,1
322081205715,1
321987083715,1
321967137715,0
322090599715,1
321990929715,1
322022744715,1
321965938715,0
321974127715,0
321967326715,1
322066739715,0
321983790715,0
322050658715,1
322026414715,1
322070700715,1
322086586715,0
321996006715,1
322069736715,1
322036363715,1
322037750715,1
322004525715,1
322044336715,0
322004615715,1
322020172715,1
321975154715,0
321961925715,0
322028149715,1
321991822715,0
321984975715,0
322015072715,1
322051254715,0
322060376715,1
322031474715,1
321965438715,1
322063067715,1
322021270715,0
321956297715,0
322046223715,0
322048200715,1
322074482715,1
322063497715,1
322032986715,1
322030577715,1
322037512715,0
322020968715,1
321998254715,1
321968175715,1
322059861715,0
321989243715,1
322014592715,0
322092212715,0
321994341715,0
322062526715,0
322040784715,1
322091227715,0
321958708715,1
322066820715,1
322097961715,0
322048500715,1
322047288715,1
322010066715,1
321979261715,1
322083015715,0
322068498715,1
321970653715,1
322051390715,0
322014556715,0
322007023715,1
322060746715,1
321958713715,1
322033993715,1
322073417715,1
321972784715,0
321998686715,0
322098040715,0
322052648715,1
321990264715,0
322043564715,0
321977337715,1
321964821715,0
321969710715,0
322057801715,0
322060834715,1
321975160715,0
321946099715,1
321947265715,1
322040151715,1
321983847715,1
322069698715,1
321973242715,1
322017035715,1
322054790715,1
322085514715,0
321969098715,1
322056141715,0
322097198715,0
321955708715,0
321953662715,1
321969474715,1
322005303715,0
322039998715,0
322010615715,0
322065370715,0
322069135715,1
322049147715,0
321970377715,0
322032804715,1
322080818715,0
322077499715,1
321992930715,1
322007102715,0
321981713715,0
321971146715,0
322034607715,0
321969933715,1
321975683715,0
322096694715,1
321949489715,1
322083160715,0
322060790715,1
322063519715,1
322021259715,1
322029105715,1
322051798715,1
322070269715,1
322035067715,1
322052872715,0
322032927715,1
322098057715,0
322010446715,0
322072790715,0
322091636715,1
322062389715,0
322025146715,0
322034899715,1
322038562715,0
322091909715,0
322077000715,0
322024267715,0
321977369715,0
322060263715,1
322014247715,0
322075523715,1
321959069715,0
322044138715,1
321993006715,1
322041846715,0
322084161715,0
322029556715,0
322015922715,0
322050539715,1
322084554715,0
322084206715,1
322089871715,0
321964687715,1
321999825715,0
321958968715,1
322076467715,1
322050859715,1
322021994715,0
322075274715,1
321957939715,1
321952612715,1
322094790715,0
321991756715,1
322068389715,0
321969735715,1
322065518715,0
321977507715,1
321966728715,0
322092415715,1
322055098715,0
322040051715,1
321946801715,1
322088880715,1
322014381715,0
322053493715,0
321957759715,1
322015775715,1
322060889715,0
321964475715,1
321977035715,1
321996174715,0
321983700715,1
322063973715,0
322060344715,1
322065444715,1
321961267715,1
322014771715,1
322020997715,1
322016146715,1
322052945715,0
322069429715,1
321997011715,1
321988491715,1
322080679715,0
322060307715,0
322095224715,0
322063893715,1
322081811715,0
322059817715,0
321984831715,1
322061366715,0
322067227715,0
322074725715,1
322028348715,0
322099414715,1
321956868715,1
321952213715,1
321969620715,0
321947270715,0
322001951715,1
321997858715,1
321983215715,0
321989590715,1
321965461715,0
322040561715,0
322052401715,0
322096777715,0
322014017715,0
322049495715,1
322020846715,0
322093572715,1
322037421715,0
322008755715,1
321974094715,1
321975931715,0
321948268715,0
322035219715,1
322015125715,1
322043075715,1
321946407715,1
321949638715,0
321987132715,1
322059659715,1
322043979715,0
322092284715,0
322004801715,1
322056489715,1
322005588715,0
322099320715,0
322072604715,0
322005746715,1
321950354715,0
322046523715,1
322051593715,1
321984310715,1
322001713715,0
321975157715,1
322027857715,1
322012350715,1
321994188715,1
322073367715,0
322080326715,1
321971460715,0
322024612715,1
321962579715,1
322083677715,0
322052365715,0
322005698715,1
322060023715,1
322019546715,1
322045055715,1
321963650715,1
322033815715,0
321983224715,0
321970067715,0
322029116715,0
322018565715,1
321988042715,1
321977548715,1
322077495715,1
322044917715,0
322074419715,0
322093040715,1
322052387715,1
321968275715,1
322045835715,1
321954311715,1
322011799715,0
322080640715,1
322027513715,0
322037782715,1
321952647715,0
321999819715,1
322034799715,1
322045556715,0
321974516715,1
322077266715,1
322012113715,1
322062893715,1
322056025715,0
322056077715,0
321970852715,1
322005458715,1
322028793715,0
321947616715,1
321973819715,0
322065449715,1
322033283715,0
322066831715,0
322035465715,0
321951559715,1
322007125715,1
322091938715,1
322050460715,1
322057200715,0
321982683715,1
322046522715,1
322064974715,1
322060638715,1
322033021715,1
321998083715,1
322047783715,0
322034214715,0
322085115715,0
322064460715,1
321958125715,1
321963929715,1
321982828715,1
321970524715,1
321996676715,1
322062313715,1
322074402715,1
322004835715,1
322007813715,1
322066787715,0
322093702715,1
322049946715,1
322021977715,0
322003379715,1
321961964715,0
322013631715,0
322058359715,0
322020391715,1
321947733715,0
321988631715,1
322041732715,1
322009122715,0
322085830715,1
321984651715,0
321995612715,0
322060651715,0
322006988715,1
322064035715,0
321969043715,1
322026461715,1
321965132715,1
322054912715,0
322099088715,0
322026609715,0
322014415715,1
321968916715,0
322028297715,0
322000760715,0
321948891715,0
322078573715,1
322041658715,0
322024305715,1
321967759715,1
