Contrato,Predicao_Fraude,Valor_Renda,QT_Dias_Atraso,Total_Pago
322078387715,1,15000.0,225.0,10500.0
322078389715,0,2200.0,,10267.35
322078390715,1,163425.0,376.0,224.0
322078391715,0,2400.0,,6867.02
322078392715,0,2100.0,,4280.97
322078406715,0,3000.0,,2196.17
322078409715,1,5000.0,344.0,348.76
322078413715,0,5779.0,,11888.08
322078414715,1,1200.0,225.0,922.29
322078415715,0,1359.0,103.0,4148.61
322078416715,0,2500.0,,6812.49
322078417715,0,4000.0,,9027.02
322078418715,0,3000.0,,4660.89
322078419715,0,3500.0,,78106.46
322078421715,0,4100.0,,16824.61
322078422715,1,4500.0,284.0,710.0
322078423715,0,2500.0,,6420.38
322078425715,1,2200.0,376.0,273.51
322078426715,0,6000.0,,20237.25
322078427715,1,2600.0,344.0,1314.08
322078429715,1,2800.0,344.0,994.0
322078430715,1,4000.0,376.0,1005.04
322078431715,1,8000.0,315.0,3666.66
322078433715,1,2000.0,315.0,1089.0
322078435715,0,1500.0,11.0,2768.21
322078436715,0,5000.0,,4932.55
322078437715,0,3500.0,11.0,3973.79
322078438715,0,3500.0,71.0,4610.01
322078439715,0,1700.0,,3925.84
322078440715,1,2000.0,251.0,1065.0
322078441715,0,13000.0,194.0,9897.62
322078443715,0,2000.0,41.0,5484.3
322078445715,0,1320.0,,7616.59
322078446715,0,2208.0,,14359.07
322078450715,0,3500.0,,9983.11
322078454715,1,4000.0,315.0,1356.15
322078455715,0,3000.0,103.0,1826.78
322078456715,0,5000.0,,4531.58
322078458715,0,1250.0,,2139.81
322078459715,1,6000.0,225.0,1962.13
322078460715,0,3000.0,,2858.34
322078461715,1,1500.0,376.0,143.08
322078462715,1,2880.0,376.0,591.7
322078463715,1,3500.0,251.0,1380.15
322078464715,1,3000.0,194.0,3022.05
322078465715,0,1300.0,11.0,2900.74
322078466715,0,4000.0,,3615.61
322078468715,0,2500.0,,3557.46
322078470715,0,2000.0,,7762.43
322078471715,1,1300.0,133.0,1736.31
322078472715,0,5000.0,,4286.81
322078473715,0,3000.0,,10787.27
322078476715,0,4500.0,,6280.0
322078477715,0,2500.0,,6764.61
322078479715,1,3000.0,315.0,2256.0
322078480715,1,4500.0,344.0,1720.0
322078481715,0,4800.0,11.0,9340.01
322078483715,1,3000.0,225.0,2227.98
322078484715,1,2800.0,225.0,2566.31
322078487715,0,1800.0,,5971.72
322078488715,0,7500.0,11.0,19268.08
322078489715,1,2000.0,344.0,1222.22
322078494715,1,10000.0,376.0,331.31
322078496715,0,6800.0,,7994.27
322078497715,0,3000.0,41.0,4677.71
322078498715,1,12000.0,376.0,331.31
322078499715,1,4000.0,284.0,4392.6
322078500715,1,3000.0,376.0,2168.05
322078501715,1,1212.0,194.0,597.36
322078502715,0,15000.0,,7274.94
322078503715,0,6000.0,,9268.59
322078504715,0,2500.0,41.0,4797.84
322078505715,1,5000.0,251.0,3075.8
322078506715,1,3000.0,376.0,901.53
322078507715,0,5000.0,,16734.58
322078508715,0,2000.0,,5184.42
322078509715,1,2900.0,344.0,1501.32
322078514715,0,1514.0,,4271.47
322078515715,0,2000.0,,4416.88
322078516715,0,3000.0,,3256.05
322078517715,1,2500.0,344.0,541.66
322078518715,1,2500.0,251.0,3049.86
322078519715,1,4500.0,315.0,1760.29
322078520715,1,4500.0,315.0,1398.45
322078522715,0,4000.0,162.0,5077.66
322078523715,1,4800.0,344.0,1402.37
322078524715,0,8000.0,71.0,3219.91
322078526715,1,1500.0,225.0,2369.86
322078527715,1,5000.0,284.0,1501.32
322078528715,1,3500.0,284.0,1476.4
322078529715,1,1300.0,225.0,1841.5
322078531715,1,7000.0,284.0,7126.76
322078534715,1,2500.0,376.0,388.46
322078536715,1,3500.0,376.0,1861.12
322078538715,0,5800.0,,17318.84
322078539715,0,1800.0,,16589.91
322078540715,0,2000.0,,7247.78
322078541715,1,3000.0,344.0,750.66
322078545715,1,2600.0,315.0,2563.05
322078546715,1,5000.0,284.0,1493.08
322078547715,1,3000.0,315.0,355.0
322078548715,1,4000.0,251.0,2671.85
322078549715,1,2500.0,315.0,375.33
322078554715,0,1500.0,,5872.38
322078556715,1,2300.0,344.0,841.72
322078557715,1,14500.0,251.0,5355.0
322078565715,0,7000.0,,17784.24
322078573715,1,7000.0,376.0,0.0
322078574715,0,3000.0,11.0,9714.76
322078575715,0,3000.0,,5312.81
322078578715,1,2200.0,284.0,750.66
322078581715,1,3500.0,344.0,2201.96
322078584715,1,8000.0,315.0,2318.25
322078585715,1,1980.0,284.0,2460.64
322078589715,1,15000.0,284.0,1995.96
322078592715,1,3960.0,376.0,688.0
322078593715,0,2800.0,,7302.29
322078600715,0,5000.0,133.0,3724.77
322078614715,1,18500.0,284.0,5890.8
322078615715,1,4000.0,251.0,2177.7
322078617715,0,4000.0,103.0,3706.84
322078620715,1,5000.0,284.0,2460.64
322078621715,1,3000.0,376.0,738.2
322078622715,0,4500.0,,35538.72
322078625715,1,21000.0,376.0,1725.0
322078626715,0,3100.0,,5201.13
322078627715,1,2500.0,344.0,0.0
322078629715,1,30000.0,315.0,3966.29
322078630715,0,2000.0,,6527.68
322078631715,0,3200.0,11.0,6279.89
322078633715,1,3980.0,315.0,355.0
322078634715,1,3200.0,315.0,1089.0
322078637715,0,5000.0,,14848.98
322078638715,1,5000.0,376.0,1190.0
322078640715,1,1600.0,344.0,736.6
322078641715,0,4500.0,,13706.61
322078642715,0,2000.0,,7266.27
322078643715,1,2000.0,251.0,1818.75
322078644715,1,3100.0,344.0,1202.04
322078645715,0,3500.0,,3372.3
322078647715,0,1800.0,11.0,6059.77
322078648715,1,3500.0,284.0,1158.36
322078650715,1,4000.0,376.0,372.72
322078651715,0,6000.0,103.0,5655.78
322078656715,1,2580.0,376.0,315.65
322078657715,1,1700.0,376.0,328.0
322078659715,0,10000.0,11.0,4586.75
322078660715,1,3000.0,344.0,1680.0
322078661715,0,4250.0,11.0,9733.56
322078663715,1,3000.0,344.0,1376.0
322078664715,0,4000.0,,10240.92
322078665715,1,2500.0,194.0,3415.7
322078666715,1,5000.0,344.0,2021.7
322078667715,1,2500.0,376.0,646.68
322078675715,1,1800.0,194.0,1676.94
322078676715,1,1200.0,376.0,295.48
322078677715,0,4500.0,,59325.56
322078678715,1,3500.0,225.0,2525.99
322078681715,0,6000.0,,5175.72
322078682715,1,2000.0,251.0,1633.05
322078683715,0,6000.0,,8686.21
322078687715,1,10000.0,225.0,3353.74
322078688715,0,4000.0,,7996.77
322078689715,0,3400.0,11.0,34562.15
322078690715,0,3500.0,,9351.44
322078691715,0,3500.0,11.0,5599.16
322078693715,0,1300.0,,3293.03
322078694715,0,2000.0,,5631.53
322078696715,0,1250.0,,5168.1
322078697715,1,3700.0,251.0,2194.79
322078699715,1,3500.0,344.0,746.54
322078700715,0,3500.0,103.0,7785.4
322078701715,0,5000.0,,9561.19
322078705715,1,5000.0,344.0,263.1
322078709715,1,4800.0,376.0,710.0
322078712715,1,4000.0,376.0,614.4
322078713715,0,2000.0,,5168.1
322078715715,0,2200.0,,7287.71
322078716715,1,4200.0,315.0,1330.65
322078718715,0,4000.0,,8369.73
322078719715,0,1487.0,71.0,12154.93
322078720715,0,1800.0,,5247.19
322078721715,1,2500.0,344.0,349.32
322078724715,0,3000.0,,3875.31
322078725715,1,3500.0,284.0,4260.0
322078730715,1,5000.0,284.0,3311.3
322078731715,0,15000.0,,4278.69
322078732715,0,2800.0,344.0,8974.15
322078733715,0,5000.0,11.0,4125.41
322078734715,1,1700.0,315.0,279.95
322078736715,1,7000.0,251.0,2226.91
322078738715,0,2660.0,,7904.98
322078739715,1,10000.0,251.0,6212.5
322078740715,1,2000.0,251.0,2890.86
322078741715,1,2000.0,344.0,410.63
322078742715,1,6000.0,376.0,332.66
322078743715,0,4641.83,,5772.93
322078751715,0,4500.0,,4523.98
322078753715,0,5000.0,,10911.52
322078754715,0,2500.0,103.0,3908.7
322078756715,0,4000.0,103.0,3044.66
322078757715,0,1500.0,,7563.01
322078758715,0,2500.0,,6808.15
322078760715,0,3000.0,,40207.96
322078761715,1,3500.0,315.0,1165.38
322078764715,1,6000.0,315.0,333.32
322078765715,0,1800.0,11.0,5879.25
322078766715,1,5000.0,376.0,671.99
322078768715,1,5500.0,376.0,768.75
322078771715,0,2500.0,,9663.71
322078773715,1,3900.0,133.0,2519.55
322078777715,1,6000.0,284.0,3387.96
322078781715,0,3000.0,,4237.04
322078784715,0,2800.0,,7820.14
322078786715,1,4900.0,194.0,5404.74
322078788715,0,2500.0,,7875.8
322078790715,1,1800.0,194.0,1131.28
322078792715,0,4000.0,,15464.47
322078793715,0,6000.0,11.0,11140.22
322078797715,0,3000.0,41.0,11259.84
322078798715,0,5000.0,,6933.81
322078799715,1,3000.0,315.0,2546.25
322078800715,0,1900.0,,5466.79
322078801715,0,1650.0,,4356.32
322078802715,0,5478.54,,41921.54
322078804715,1,7000.0,225.0,1968.0
322078807715,1,3000.0,344.0,662.62
322078808715,1,3500.0,376.0,273.75
322078812715,0,4000.0,11.0,4742.72
322078813715,0,4900.0,,16532.79
322078814715,1,2500.0,344.0,1211.68
322078816715,1,350000.0,376.0,4600.0
322078817715,1,2250.0,344.0,776.92
322078818715,1,350000.0,376.0,4600.0
322078819715,0,1300.0,,3778.03
322078823715,1,2500.0,406.0,0.0
322078824715,0,3085.0,,29599.44
322078826715,0,3000.0,,6453.34
322078828715,0,1800.0,41.0,5768.74
322078830715,0,2000.0,,11700.33
322078832715,0,6000.0,,16714.63
322078834715,0,8000.0,,17332.74
322078835715,1,2200.0,376.0,2217.3
322078836715,0,6000.0,,35173.34
322078838715,0,6000.0,11.0,17740.17
322078840715,0,9000.0,,12938.03
322078841715,0,21000.0,,45212.07
322078844715,1,3300.0,344.0,277.22
322078846715,1,10000.0,133.0,12836.25
322078847715,1,3500.0,344.0,277.22
322078851715,0,7000.0,11.0,32633.15
322078852715,0,7000.0,11.0,32594.15
322078853715,0,7000.0,11.0,23099.06
322078856715,0,3841.65,,47329.62
322078857715,1,3000.0,376.0,695.48
322078859715,1,3000.0,251.0,2474.39
322078863715,0,5000.0,,6050.33
322078867715,1,2900.0,315.0,1668.58
322078871715,0,6000.0,,5477.23
322078873715,0,4000.0,,2003.47
322078876715,0,4400.0,,5841.31
322078880715,0,2400.0,,33270.61
322078881715,0,2545.0,,6627.93
322078883715,0,2200.0,11.0,9015.36
322078884715,1,2100.0,251.0,1613.28
322078885715,1,1752.0,315.0,1104.9
322078887715,1,4150.0,284.0,673.36
322078888715,0,5000.0,71.0,10904.94
322078889715,0,4000.0,,30587.7
322078890715,0,2000.0,,3848.01
322078891715,1,2790.0,284.0,1553.84
322078892715,0,2000.0,71.0,4060.1
322078893715,1,2000.0,376.0,368.3
322078894715,0,3900.0,225.0,1140.65
322078898715,0,2000.0,,4815.32
322078900715,1,5000.0,251.0,1841.5
322078901715,0,8000.0,,24414.52
322078902715,1,5000.0,376.0,0.0
322078906715,0,4000.0,,4698.75
322078907715,0,1800.0,315.0,2141.23
322078908715,0,3000.0,,4735.74
322078909715,1,1900.0,225.0,1714.75
322078910715,0,4500.0,,41960.7
322078911715,0,2200.0,,2003.62
322078912715,0,4000.0,,7747.65
322078913715,0,5000.0,,5450.99
322078914715,1,4500.0,376.0,615.0
322078915715,0,4000.0,162.0,5017.04
322078916715,0,1800.0,,26725.23
322078919715,1,2500.0,162.0,2715.49
322078920715,0,6800.0,,6076.85
322078923715,0,6800.0,,6076.85
322078925715,0,5000.0,41.0,9163.0
322078926715,1,1200.0,315.0,375.33
322078928715,0,3000.0,103.0,7210.86
322078930715,1,2000.0,251.0,2188.67
322078931715,1,2000.0,284.0,2804.3
322078935715,1,50000.0,251.0,7312.5
322078937715,1,1800.0,225.0,3025.74
322078939715,0,1200.0,,4996.79
322078940715,1,4500.0,344.0,660.28
322078941715,0,5000.0,,11287.03
322078945715,1,1690.0,376.0,536.46
322078948715,0,2500.0,,20566.21
322078949715,0,21000.0,41.0,8646.06
322078950715,1,5800.0,376.0,1482.16
322078951715,0,6000.0,103.0,7485.97
322078952715,0,3600.0,,9986.9
322078954715,1,4570.0,376.0,1520.12
322078955715,1,2700.0,315.0,487.93
322078957715,0,1300.0,11.0,9362.96
322078959715,1,2500.0,194.0,2882.74
322078960715,1,10000.0,376.0,626.4
322078961715,1,2000.0,376.0,273.75
322078962715,0,1400.0,,4480.28
322078963715,1,2780.0,315.0,1981.14
322078965715,1,3000.0,162.0,6775.92
322078966715,0,10000.0,,34631.3
322078968715,1,2000.0,284.0,1238.28
322078969715,0,5000.0,,49943.66
322078970715,0,2000.0,284.0,2448.39
322078971715,1,2500.0,376.0,605.0
322078972715,1,6000.0,315.0,2130.0
322078977715,1,3800.0,344.0,0.0
322078978715,1,2000.0,376.0,776.92
322078979715,0,2500.0,11.0,2569.13
322078980715,0,2000.0,,24798.25
322078981715,1,12000.0,315.0,1389.12
322078982715,0,1900.0,,21627.04
322078983715,1,5000.0,315.0,750.66
322078984715,1,2000.0,284.0,809.55
322078986715,0,4000.0,,59911.37
322078989715,1,3000.0,344.0,595.36
322078990715,0,1830.0,11.0,51726.14
322078993715,0,9800.0,,37864.18
322078994715,0,1200.0,,5062.53
322078995715,0,3000.0,,6067.6
322078996715,1,10000.0,315.0,3195.0
322078997715,0,1900.0,,3920.14
322078998715,0,2500.0,,8426.69
322078999715,0,2000.0,,6553.64
322079001715,1,5000.0,376.0,1451.74
322079004715,0,9000.0,,22999.42
322079005715,1,3500.0,344.0,198.45
322079006715,0,2200.0,,8421.48
322079007715,0,2600.0,71.0,5958.12
322079008715,1,9100.0,225.0,10686.09
322079012715,0,2800.0,,40597.87
322079015715,1,2000.0,344.0,369.1
322079017715,1,4700.0,344.0,1426.24
322079019715,0,1550.0,,4271.47
322079020715,0,2624.9,162.0,3283.04
322079022715,1,1900.0,376.0,610.9
322079023715,1,1600.0,376.0,497.0
322079024715,0,4000.0,71.0,2678.14
322079025715,0,2262.0,71.0,6633.0
322079026715,1,2300.0,284.0,946.32
322079028715,1,5000.0,344.0,3319.44
322079030715,0,2360.0,284.0,4179.86
322079031715,1,3000.0,376.0,497.0
322079032715,1,2200.0,344.0,681.05
322079034715,0,15000.0,,55946.89
322079035715,0,3000.0,,5184.42
322079037715,1,1212.0,225.0,1420.0
322079041715,0,2500.0,194.0,5108.77
322079043715,1,1800.0,225.0,1420.0
322079046715,0,4800.0,,16671.63
322079047715,1,6000.0,284.0,2407.96
322079050715,0,5555.0,,21431.07
322079053715,1,5500.0,315.0,2869.35
322079054715,0,5000.0,,7247.78
322079055715,0,5000.0,11.0,252500.45
322079056715,0,4800.0,,7778.43
322079058715,1,2500.0,344.0,536.55
322079060715,0,3000.0,71.0,3309.47
322079061715,1,6500.0,376.0,2016.31
322079062715,1,4000.0,376.0,938.32
322079065715,1,1600.0,344.0,0.0
322079066715,0,5000.0,,18763.75
322079067715,0,6000.0,11.0,13726.15
322079069715,0,2600.0,,55500.99
322079070715,0,2500.0,11.0,12090.1
322079072715,0,2500.0,,7712.77
322079074715,0,3000.0,,10533.48
322079077715,1,1600.0,284.0,508.51
322079078715,0,18000.0,71.0,4280.1
322079079715,1,3500.0,315.0,825.0
322079081715,0,20000.0,11.0,32087.25
322079082715,1,2500.0,284.0,1206.0
322079083715,1,3500.0,284.0,1100.0
322079084715,0,18000.0,71.0,4280.11
322079085715,1,1212.0,376.0,160.0
322079086715,0,2500.0,,22818.04
322079087715,0,3900.0,251.0,1782.93
322079089715,1,4200.0,284.0,5182.84
322079090715,0,4000.0,11.0,10392.95
322079093715,1,2000.0,376.0,0.0
322079094715,0,2619.0,,35496.53
322079095715,0,17000.0,,12135.34
322079097715,0,2800.0,11.0,30216.18
322079103715,0,4000.0,,12490.75
322079104715,1,15000.0,315.0,11374.65
322079105715,0,5400.0,11.0,19545.77
322079107715,1,1800.0,315.0,805.11
322079108715,0,2500.0,71.0,1476.39
322079109715,0,2500.0,,7185.08
322079110715,0,2000.0,376.0,7414.19
322079112715,0,2000.0,41.0,3359.4
322079114715,0,2212.0,,4998.18
322079118715,1,3000.0,376.0,495.71
322079119715,1,3200.0,376.0,657.04
322079120715,1,4000.0,315.0,1556.99
322079123715,0,4000.0,,84622.23
322079132715,0,2060.0,,5184.42
322079133715,0,1334.0,,5475.38
322079135715,0,5000.0,,11979.22
322079144715,1,3000.0,376.0,279.95
322079145715,0,1500.0,,4104.23
322079148715,0,1800.0,,7908.18
322079149715,0,7000.0,11.0,5688.56
322079156715,0,10000.0,11.0,24542.5
322079157715,0,10000.0,11.0,22519.71
322079158715,0,3300.0,,35870.14
322079159715,1,5000.0,344.0,369.9
322079160715,0,10000.0,11.0,18350.5
322079161715,0,5000.0,,26191.95
322079163715,0,10000.0,11.0,18350.5
322079165715,0,3000.0,,8146.07
322079166715,1,16000.0,251.0,8055.0
322079167715,0,15000.0,11.0,27790.77
322079168715,1,2000.0,225.0,2661.04
322079169715,1,9000.0,376.0,1200.0
322079171715,0,2800.0,,7989.52
322079172715,1,9000.0,376.0,1200.0
322079173715,1,7000.0,194.0,11270.0
322079174715,0,2000.0,71.0,3608.0
322079176715,1,5000.0,162.0,7091.3
322079179715,0,3200.0,,19605.27
322079180715,1,9500.0,315.0,2729.28
322079181715,0,4100.0,133.0,11075.44
322079182715,1,3000.0,344.0,530.99
322079184715,0,2500.0,,3494.84
322079185715,0,3000.0,,3868.29
322079186715,0,3725.55,,11838.86
322079187715,0,2000.0,,7911.62
322079188715,0,2000.0,,5220.07
322079191715,0,2500.0,,6578.7
322079192715,1,3000.0,376.0,273.75
322079194715,0,5000.0,,14486.67
322079196715,0,3000.0,,9101.49
322079197715,0,3167.55,,34810.99
322079198715,0,6000.0,,6006.59
322079199715,0,4500.0,,44067.66
322079203715,1,3000.0,251.0,2729.45
322079204715,1,4500.0,315.0,3510.0
322079205715,0,5000.0,,5992.14
322079206715,0,4000.0,,7710.66
322079207715,0,7045.43,284.0,17843.43
322079209715,1,2000.0,162.0,2946.35
322079211715,0,9000.0,,26466.65
322079212715,0,3000.0,,4147.25
322079213715,1,3000.0,194.0,1777.75
322079215715,1,1700.0,315.0,1231.89
322079216715,1,1800.0,284.0,743.08
322079217715,1,5000.0,315.0,1190.76
322079218715,0,2000.0,11.0,5634.2
322079222715,0,4000.0,,5965.74
322079223715,0,11133.0,,12002.52
322079226715,0,4000.0,11.0,8028.88
322079227715,1,2000.0,344.0,771.12
322079229715,1,2800.0,251.0,1133.75
322079231715,0,1600.0,,4293.97
322079232715,1,1000.0,344.0,178.85
322079233715,0,1200.0,,4279.5
322079234715,1,2500.0,162.0,4419.54
322079235715,0,2670.0,,10562.67
322079238715,1,4430.0,194.0,5252.8
322079239715,0,3000.0,,25828.53
322079241715,0,1400.0,,2772.34
322079244715,0,10000.0,,12024.01
322079245715,0,1500.0,41.0,3109.27
322079246715,0,2500.0,11.0,6352.31
322079247715,0,4000.0,,6912.51
322079248715,0,8000.0,,6798.31
322079249715,0,2150.0,284.0,2153.05
322079250715,1,3000.0,315.0,1107.3
322079251715,1,5500.0,376.0,382.66
322079252715,0,4000.0,,9027.23
322079253715,0,14000.0,,6968.59
322079254715,1,2500.0,133.0,1814.73
322079257715,0,3500.0,,8077.35
322079259715,0,1500.0,,3906.95
322079264715,0,2600.0,41.0,5102.18
322079267715,1,6000.0,344.0,492.13
322079268715,0,3500.0,,4305.3
322079269715,0,13000.0,,5992.14
322079270715,1,9876.5,284.0,4394.6
322079271715,1,5000.0,315.0,759.81
322079272715,0,5000.0,,12135.34
322079273715,1,1800.0,315.0,1567.86
322079274715,0,28000.0,,17254.45
322079275715,0,3500.0,,5250.54
322079276715,1,2000.0,344.0,527.63
322079277715,0,2100.0,,6490.14
322079278715,1,1600.0,344.0,198.18
322079279715,1,5000.0,376.0,844.64
322079280715,1,3000.0,315.0,456.25
322079283715,1,2500.0,251.0,1845.5
322079284715,0,3900.0,11.0,25703.07
322079286715,0,28000.0,,18152.18
322079288715,0,28000.0,,18152.18
322079290715,0,2500.0,11.0,3905.0
322079293715,0,2800.0,,9083.47
322079294715,1,6000.0,376.0,277.22
322079296715,0,2500.0,11.0,3905.0
322079297715,0,3000.0,,6939.7
322079298715,0,2500.0,11.0,3905.0
322079299715,0,1200.0,,5098.74
322079300715,1,3500.0,315.0,2167.02
322079301715,0,2200.0,11.0,7265.56
322079304715,1,5000.0,344.0,1206.0
322079305715,1,1300.0,344.0,300.18
322079306715,1,10000.0,344.0,2419.98
322079307715,0,3500.0,,5634.2
322079308715,0,8000.0,,7333.61
322079309715,0,10000.0,,12192.03
322079310715,0,2100.0,,8090.18
322079311715,0,28000.0,,21566.9
322079312715,1,1300.0,133.0,2910.62
322079313715,1,9000.0,344.0,2419.98
322079314715,0,3000.0,,4278.67
322079315715,0,25000.0,162.0,18347.07
322079316715,1,2400.0,162.0,4933.78
322079317715,0,2000.0,,2786.88
322079318715,0,1400.0,,5450.99
322079319715,0,3500.0,71.0,8548.55
322079320715,0,3600.0,11.0,12120.61
322079322715,0,5100.0,,5458.89
322079323715,0,1800.0,41.0,5355.0
322079324715,1,3000.0,284.0,1561.74
322079325715,1,5000.0,251.0,1285.4
322079326715,0,5100.0,,5458.89
322079329715,0,2600.0,133.0,6795.4
322079330715,1,1500.0,225.0,2330.76
322079331715,0,15000.0,,9081.38
322079334715,0,2500.0,,3776.32
322079336715,0,1200.0,,2804.27
322079338715,1,5202.0,225.0,8892.96
322079339715,0,15000.0,,28207.85
322079340715,1,3990.0,251.0,5527.75
322079341715,0,4000.0,71.0,4444.39
322079342715,0,15000.0,,18972.46
322079344715,0,2500.0,,6861.56
322079345715,1,150000.0,133.0,13939.14
322079346715,0,150000.0,11.0,13939.14
322079347715,0,1500.0,,4854.46
322079348715,1,1600.0,194.0,3371.2
322079349715,0,150000.0,11.0,13939.14
322079350715,0,15000.0,,9081.38
322079351715,1,18000.0,162.0,18667.07
322079353715,0,12000.0,,4312.83
322079354715,1,6000.0,376.0,1695.61
322079355715,1,5400.0,344.0,1210.0
322079356715,1,1200.0,376.0,330.0
322079357715,0,10000.0,,14999.63
322079359715,1,2000.0,376.0,595.0
322079360715,0,5000.0,11.0,6040.5
322079361715,0,150000.0,11.0,13939.14
322079363715,0,20000.0,41.0,27439.22
322079364715,0,4000.0,,8988.23
322079365715,0,20000.0,41.0,27439.22
322079366715,0,18000.0,71.0,6404.67
322079367715,0,2600.0,41.0,8347.9
322079369715,1,3000.0,133.0,3141.13
322079372715,0,7540.0,,2778.61
322079375715,1,2500.0,344.0,223.26
322079377715,0,3800.0,,3384.08
322079378715,1,6000.0,284.0,2380.08
322079380715,0,10000.0,194.0,13385.63
322079382715,0,4280.0,,120732.1
322079384715,1,2100.0,315.0,355.0
322079385715,1,3000.0,315.0,426.0
322079388715,1,2500.0,376.0,369.1
322079389715,1,2500.0,376.0,388.46
322079392715,0,2348.0,,63500.13
322079393715,0,4000.0,,12135.34
322079394715,0,2200.0,,17827.03
322079395715,1,4500.0,284.0,5850.0
322079397715,1,5000.0,162.0,11700.0
322079398715,0,8560.0,,7266.48
322079399715,1,2200.0,284.0,2466.03
322079402715,1,3500.0,284.0,4260.0
322079409715,1,2500.0,344.0,579.18
322079410715,1,6000.0,344.0,2340.12
322079414715,0,5500.0,,19827.71
322079418715,1,2250.31,344.0,726.0
322079419715,1,12000.0,284.0,9199.2
322079421715,0,2000.0,11.0,5977.48
322079424715,1,2500.0,284.0,1274.43
322079426715,0,4000.0,,3920.14
322079428715,0,4500.0,41.0,13790.78
322079429715,0,8500.0,,19925.87
322079430715,0,2643.0,,27067.17
322079431715,1,2000.0,376.0,481.6
322079433715,0,9800.0,11.0,25605.14
322079434715,0,7000.0,,5190.57
322079435715,1,1000.0,376.0,179.95
322079437715,0,5600.0,11.0,18713.45
322079440715,0,2400.0,,6533.23
322079442715,1,3500.0,344.0,750.66
322079443715,1,5000.0,315.0,3545.37
322079444715,0,5500.0,,19905.71
322079446715,1,1300.0,315.0,536.55
322079450715,0,5000.0,,7648.1
322079451715,0,3034.5,,61060.87
322079452715,0,3000.0,11.0,3317.27
322079457715,0,3000.0,,13111.33
322079458715,0,2700.0,,12453.66
322079459715,0,603.0,,2245.71
322079460715,0,3000.0,,10829.8
322079461715,0,9000.0,,36281.13
322079463715,0,6500.0,284.0,14114.17
322079464715,1,1900.0,344.0,231.47
322079466715,0,2200.0,11.0,3854.02
322079467715,0,2800.0,,34603.99
322079468715,0,1534.0,,12678.76
322079470715,1,2000.0,344.0,440.63
322079471715,1,4000.0,344.0,562.99
322079472715,0,2500.0,,4057.04
322079475715,0,3000.0,,3324.31
322079476715,0,25000.0,,12379.49
322079477715,1,1300.0,133.0,3336.62
322079479715,1,1800.0,344.0,754.51
322079480715,1,1889.38,315.0,1082.73
322079481715,0,1500.0,,2662.0
322079482715,0,1878.0,41.0,6935.78
322079483715,1,1400.0,284.0,1270.5
322079484715,1,6300.0,251.0,1585.91
322079486715,1,2400.0,344.0,750.66
322079488715,1,2100.0,344.0,668.32
322079491715,0,2500.0,11.0,12345.67
322079494715,0,2700.0,,12453.66
322079496715,1,2500.0,344.0,1210.0
322079497715,0,5500.0,,17440.99
322079499715,0,6000.0,,20543.38
322079500715,1,2900.0,344.0,764.16
322079501715,0,4000.0,11.0,60184.86
322079502715,1,4000.0,344.0,1126.0
322079505715,0,15000.0,71.0,6660.0
322079506715,0,15000.0,71.0,6660.0
322079508715,0,1391.0,41.0,3910.4
322079509715,0,2000.0,11.0,4521.95
322079510715,1,1800.0,194.0,595.35
322079511715,0,1400.0,,4721.31
322079512715,1,9000.0,315.0,648.65
322079516715,1,2500.0,344.0,562.99
322079518715,0,3000.0,,5466.92
322079522715,1,3000.0,284.0,1211.72
322079524715,0,3000.0,,12259.97
322079526715,0,2500.0,,5710.5
322079527715,0,2700.0,41.0,8306.98
322079528715,1,4000.0,376.0,621.2
322079530715,0,3000.0,,7396.9
322079532715,1,6840.46,315.0,5981.57
322079534715,0,3000.0,71.0,4861.56
322079535715,0,17000.0,103.0,8560.2
322079536715,0,9000.0,,11238.69
322079537715,1,1800.0,376.0,526.08
322079538715,0,9000.0,,46026.39
322079539715,0,1900.0,103.0,1471.2
322079540715,0,5000.0,,11232.9
322079541715,1,5192.7,284.0,1270.0
322079545715,0,1600.0,,6740.45
322079547715,1,3500.0,315.0,1581.45
322079548715,1,2200.0,284.0,2688.8
322079549715,0,2550.0,71.0,3040.61
322079550715,0,7500.0,,108419.7
322079551715,0,4500.0,,11722.59
322079553715,0,2030.0,,6783.02
322079554715,0,2000.0,,35931.44
322079556715,0,6000.0,103.0,7769.6
322079557715,0,3000.0,,5564.13
322079558715,1,4000.0,376.0,739.8
322079559715,1,2950.0,225.0,2066.94
322079560715,1,4000.0,315.0,390.5
322079561715,1,2000.0,225.0,2470.81
322079563715,1,2500.0,344.0,1035.35
322079565715,1,5000.0,344.0,547.02
322079567715,0,9000.0,,26390.07
322079568715,1,4000.0,376.0,299.72
322079569715,1,4000.0,376.0,299.72
322079571715,1,6500.0,376.0,577.87
322079574715,1,3000.0,376.0,676.21
322079575715,0,9000.0,,26347.69
322079576715,0,6500.0,41.0,28714.87
322079577715,0,5000.0,,5992.14
322079578715,1,8000.0,344.0,0.0
322079579715,1,3712.0,376.0,495.71
322079580715,0,2100.0,,9441.79
322079581715,1,2000.0,315.0,1165.38
322079582715,0,1600.0,,2778.55
322079583715,0,3357.0,11.0,6398.6
322079584715,0,8000.0,41.0,58699.9
322079585715,1,1861.0,344.0,279.95
322079586715,0,10000.0,,5458.89
322079587715,1,4000.0,225.0,4717.68
322079589715,0,13500.0,,21210.72
322079590715,1,6000.0,315.0,1230.0
322079591715,0,1200.0,,4974.57
322079593715,0,30000.0,,56949.45
