Contrato,Predicao_Fraude,Valor_Renda,QT_Dias_Atraso,Total_Pago
322072472715,1,1500.0,406.0,299.72
322072473715,1,1600.0,344.0,1206.06
322072475715,0,38910.0,,10786.64
322072476715,1,2300.0,406.0,760.54
322072479715,1,2124.0,376.0,517.57
322072480715,0,2550.0,,12743.89
322072481715,0,2460.0,,8564.17
322072484715,1,2500.0,344.0,2209.8
322072487715,0,4500.0,41.0,10506.2
322072488715,0,2600.0,11.0,5024.21
322072489715,0,3000.0,,7197.32
322072491715,0,2200.0,,6066.64
322072492715,0,50000.0,,20550.16
322072493715,0,4500.0,,25693.16
322072495715,1,5880.0,251.0,3570.0
322072497715,0,5000.0,71.0,4513.71
322072498715,0,5500.0,41.0,3848.31
322072499715,1,3200.0,344.0,1104.03
322072500715,1,4000.0,406.0,277.22
322072501715,1,3000.0,406.0,860.0
322072503715,1,2800.0,251.0,2251.98
322072506715,1,7000.0,406.0,1482.16
322072507715,0,3171.14,41.0,3228.95
322072509715,0,1600.0,,3663.45
322072512715,0,2000.0,41.0,6315.02
322072515715,0,2500.0,,5642.07
322072516715,1,4000.0,376.0,900.78
322072517715,1,10000.0,406.0,1611.0
322072518715,0,1700.0,,2543.62
322072520715,1,8000.0,406.0,662.94
322072522715,0,2500.0,194.0,6244.53
322072526715,0,3000.0,,5955.43
322072527715,1,4500.0,406.0,512.0
322072541715,0,2000.0,,6814.04
322072544715,1,4000.0,344.0,1103.64
322072548715,1,3000.0,133.0,3343.32
322072549715,0,2500.0,,11336.11
322072550715,1,6000.0,376.0,2116.4
322072552715,0,3500.0,,6493.09
322072553715,0,2500.0,,6059.87
322072556715,1,3000.0,406.0,214.42
322072557715,0,5000.0,,11072.8
322072559715,1,2500.0,376.0,355.0
322072561715,1,1500.0,376.0,279.95
322072564715,0,2200.0,71.0,6621.32
322072566715,1,1900.0,406.0,366.15
322072567715,1,6000.0,284.0,3352.9
322072568715,0,6020.21,,8952.73
322072569715,1,4200.0,315.0,2219.37
322072570715,0,2000.0,11.0,7929.22
322072574715,0,1700.0,41.0,3646.16
322072575715,0,10900.0,,16385.06
322072576715,0,3300.0,,25069.0
322072577715,0,2500.0,,5840.59
322072580715,0,2800.0,,10359.43
322072581715,1,2990.0,315.0,3675.76
322072582715,1,1800.0,406.0,586.28
322072584715,0,1900.0,,11534.62
322072587715,1,4000.0,162.0,3212.39
322072589715,1,1850.0,376.0,366.15
322072591715,1,4000.0,376.0,1091.25
322072592715,0,4000.0,,14088.44
322072593715,1,3000.0,376.0,355.0
322072595715,1,6000.0,251.0,2702.34
322072597715,1,2200.0,251.0,2280.0
322072598715,0,4000.0,,6436.24
322072599715,1,4740.0,376.0,1489.89
322072600715,0,5300.0,,28210.22
322072601715,1,6000.0,344.0,2325.16
322072602715,0,3000.0,41.0,23845.4
322072603715,0,2000.0,,5476.32
322072604715,0,4500.0,,7679.65
322072605715,0,3000.0,,5375.43
322072608715,0,100000.0,,24350.43
322072610715,1,3000.0,194.0,2500.62
322072612715,0,4000.0,,7040.32
322072613715,0,1500.0,11.0,8531.04
322072614715,0,3700.0,103.0,5287.75
322072617715,1,4000.0,406.0,1169.32
322072618715,0,4000.0,,6206.51
322072623715,1,5000.0,225.0,5307.67
322072624715,1,2500.0,315.0,1493.08
322072625715,1,5000.0,284.0,3894.0
322072626715,0,12000.0,103.0,1880.59
322072628715,0,3000.0,,5802.39
322072630715,1,2017.0,133.0,1510.37
322072632715,0,1200.0,,3856.61
322072633715,0,2000.0,,5336.47
322072635715,1,3500.0,376.0,776.92
322072638715,0,2500.0,41.0,4615.0
322072639715,0,3600.0,,4245.02
322072640715,0,250000.0,,4749.39
322072643715,1,2000.0,133.0,2497.46
322072645715,0,3500.0,,11568.45
322072646715,0,3200.0,,13641.56
322072647715,1,1800.0,225.0,2982.0
322072650715,1,3000.0,344.0,1065.0
322072651715,1,1500.0,406.0,0.0
322072652715,1,8000.0,376.0,3550.0
322072653715,1,2300.0,251.0,1390.26
322072654715,0,9000.0,,15577.13
322072658715,0,2400.0,,7358.57
322072659715,1,3000.0,225.0,3699.0
322072661715,1,10000.0,194.0,3018.16
322072662715,0,4000.0,,38421.39
322072668715,1,10000.0,376.0,248.89
322072676715,0,3500.0,,11072.8
322072677715,0,3000.0,,2985.84
322072678715,0,20000.0,,106208.16
322072680715,1,5900.0,406.0,636.8
322072682715,0,3500.0,,7853.26
322072684715,1,6000.0,376.0,2209.8
322072685715,1,2800.0,344.0,699.19
322072686715,0,2000.0,,9747.59
322072687715,0,3500.0,,6922.84
322072688715,1,2000.0,376.0,279.95
322072689715,1,1200.0,406.0,224.75
322072690715,1,4900.0,315.0,3387.96
322072692715,0,1500.0,11.0,6331.5
322072693715,0,6000.0,,30632.19
322072694715,0,5000.0,,20744.96
322072696715,0,3000.0,,6491.76
322072698715,0,5000.0,,14231.0
322072699715,0,3000.0,,31529.86
322072700715,1,3000.0,315.0,2961.38
322072702715,1,3500.0,315.0,1568.7
322072704715,0,2600.0,,5756.83
322072705715,0,2500.0,,7735.95
322072707715,0,2500.0,,6500.37
322072711715,1,10000.0,344.0,3107.84
322072712715,0,10000.0,,14668.14
322072713715,1,3500.0,406.0,753.75
322072715715,0,10000.0,,14668.14
322072716715,1,3500.0,251.0,1518.47
322072717715,1,2000.0,344.0,1281.66
322072718715,0,1800.0,11.0,8311.3
322072728715,0,2983.0,,3516.84
322072729715,1,3680.0,284.0,4806.25
322072731715,1,4000.0,315.0,1439.64
322072733715,1,2000.0,162.0,2780.34
322072735715,1,4000.0,315.0,1439.64
322072736715,0,3800.0,103.0,3905.0
322072738715,0,3500.0,,63637.82
322072739715,0,3000.0,,11773.49
322072740715,0,3200.0,,20771.27
322072741715,0,3000.0,71.0,4267.22
322072743715,0,4000.0,,12762.79
322072745715,0,4000.0,,7713.37
322072748715,1,5000.0,133.0,3777.54
322072750715,1,2500.0,406.0,273.51
322072751715,1,2500.0,376.0,614.14
322072752715,1,2000.0,133.0,3557.5
322072754715,0,3000.0,,8424.46
322072755715,1,3000.0,376.0,462.94
322072758715,1,2500.0,406.0,375.33
322072761715,0,2000.0,,10357.29
322072763715,0,2500.0,,5757.26
322072765715,0,13800.0,,34332.71
322072766715,0,2900.0,,5516.57
322072768715,1,1200.0,406.0,355.0
322072770715,0,6800.0,,8499.25
322072772715,0,3000.0,,4216.01
322072773715,0,10000.0,,31315.29
322072774715,0,2000.0,103.0,3905.0
322072775715,1,3500.0,344.0,2696.93
322072777715,0,5000.0,,10406.26
322072778715,1,4000.0,251.0,9511.52
322072782715,0,3000.0,,22657.89
322072783715,1,5000.0,162.0,7016.37
322072785715,0,1800.0,,8327.64
322072786715,0,1212.0,,3907.03
322072787715,0,3500.0,,18228.18
322072789715,0,1213.26,11.0,8020.1
322072790715,0,3500.0,,2139.86
322072791715,0,6000.0,11.0,6055.58
322072796715,0,1600.0,,5150.16
322072797715,0,2500.0,11.0,14242.95
322072798715,0,2000.0,,9110.38
322072799715,0,1213.26,11.0,7253.12
322072800715,0,5000.0,,5977.75
322072801715,1,3000.0,376.0,912.5
322072803715,1,2200.0,225.0,1501.99
322072805715,0,3000.0,,5325.15
322072806715,1,3000.0,194.0,5264.0
322072807715,1,1600.0,376.0,373.27
322072808715,0,2400.0,103.0,3935.18
322072809715,1,2100.0,344.0,1243.44
322072810715,1,4000.0,344.0,710.0
322072811715,1,3000.0,344.0,2995.59
322072813715,0,4500.0,11.0,57636.0
322072814715,0,2000.0,,12099.4
322072815715,0,5000.0,,12086.54
322072816715,0,5500.0,,5365.97
322072818715,1,3000.0,344.0,2903.97
322072820715,1,4375.0,315.0,1856.02
322072821715,0,1900.0,41.0,4720.76
322072824715,1,1213.26,284.0,2073.67
322072826715,1,3600.0,406.0,1122.18
322072830715,1,1800.0,376.0,2062.36
322072832715,1,4000.0,406.0,939.53
322072833715,0,5000.0,,10133.92
322072835715,0,1890.0,,9285.36
322072837715,1,2000.0,315.0,1530.68
322072839715,0,5000.0,,6923.5
322072843715,1,2700.0,406.0,382.08
322072844715,0,1212.0,,10606.35
322072845715,1,5000.0,406.0,960.71
322072846715,0,2200.0,,5336.47
322072847715,0,4000.0,,32816.67
322072849715,0,8300.0,,15169.28
322072850715,0,1500.0,,7018.17
322072851715,1,2600.0,406.0,412.86
322072853715,0,4600.0,315.0,6088.15
322072855715,0,1500.0,,5372.85
322072857715,1,6000.0,344.0,1748.07
322072858715,0,2200.0,103.0,5384.5
322072859715,1,2000.0,406.0,375.33
322072860715,0,10000.0,11.0,5901.42
322072861715,0,2500.0,,12359.4
322072862715,1,3000.0,376.0,1400.16
322072863715,0,1800.0,,25874.74
322072864715,0,1300.0,,5458.82
322072866715,1,4000.0,344.0,2820.0
322072867715,1,2800.0,406.0,143.08
322072868715,1,2080.0,376.0,1091.78
322072869715,1,2200.0,344.0,1548.77
322072871715,0,2000.0,41.0,4955.42
322072874715,0,3000.0,,7787.41
322072875715,0,4500.0,71.0,4291.1
322072876715,0,9000.0,,5346.29
322072877715,0,4000.0,41.0,15252.25
322072878715,0,3500.0,,5649.64
322072885715,1,4000.0,344.0,1141.52
322072888715,0,7500.0,103.0,8726.96
322072894715,1,1800.0,344.0,1125.99
322072899715,0,10000.0,11.0,10139.46
322072903715,1,2000.0,406.0,168.34
322072907715,1,12000.0,315.0,14000.0
322072910715,0,10000.0,,25956.73
322072911715,0,10000.0,,25917.73
322072912715,1,2400.0,376.0,493.2
322072914715,0,1800.0,,7776.62
322072916715,0,20000.0,,85110.35
322072918715,1,1200.0,225.0,1938.65
322072919715,1,3500.0,284.0,1509.08
322072920715,0,5000.0,,19018.42
322072921715,0,20000.0,,13548.81
322072924715,0,3000.0,,7721.55
322072927715,0,3500.0,71.0,7177.22
322072936715,0,5000.0,41.0,12314.88
322072938715,0,3000.0,41.0,7319.95
322072949715,0,5000.0,,43499.29
322072950715,1,2000.0,225.0,2785.21
322072952715,0,2850.0,,2694.78
322072953715,0,3074.03,11.0,30470.64
322072955715,0,2500.0,41.0,7723.97
322072959715,0,6500.0,,25368.18
322072961715,0,4000.0,,32518.99
322072963715,1,1700.0,194.0,2420.3
322072966715,1,4000.0,406.0,355.0
322072967715,1,5000.0,376.0,710.0
322072968715,0,2100.0,,5274.33
322072970715,0,3800.0,71.0,5458.49
322072973715,0,7500.0,,38926.6
322072979715,1,6000.0,376.0,2147.5
322072981715,1,14500.0,376.0,6184.14
322072982715,0,3000.0,194.0,5472.0
322072983715,0,2500.0,,29608.15
322072984715,1,2000.0,194.0,2959.2
322072985715,1,14500.0,376.0,6292.64
322072986715,0,3500.0,,10759.1
322072987715,0,2200.0,,6403.75
322072988715,1,14500.0,376.0,5018.7
322072990715,0,7500.0,,5351.15
322072992715,0,3300.0,,19374.54
322072993715,1,2900.0,251.0,3105.42
322072995715,0,3500.0,41.0,12994.46
322072997715,1,4500.0,225.0,4970.2
322072998715,1,1900.0,376.0,793.32
322072999715,1,2500.0,194.0,5201.67
322073001715,1,2000.0,251.0,2119.33
322073004715,1,2300.0,376.0,758.55
322073005715,1,2000.0,376.0,248.89
322073010715,1,3000.0,251.0,4998.0
322073013715,0,2100.0,,5336.47
322073014715,1,1800.0,344.0,1473.48
322073015715,1,3000.0,344.0,511.93
322073017715,0,4000.0,,45637.6
322073019715,1,2000.0,406.0,646.96
322073020715,1,25000.0,251.0,1187.2
322073021715,1,2000.0,225.0,1930.21
322073023715,0,4500.0,,54818.69
322073025715,1,2500.0,315.0,2261.08
322073026715,1,1200.0,376.0,336.68
322073027715,0,60000.0,,22822.11
322073028715,0,4500.0,,5184.06
322073029715,1,2000.0,344.0,827.18
322073033715,0,2400.0,41.0,8658.0
322073034715,1,5500.0,194.0,1709.9
322073037715,1,2000.0,406.0,210.43
322073038715,0,3000.0,,10733.55
322073039715,0,7000.0,11.0,9779.09
322073040715,0,1500.0,71.0,4673.74
322073043715,0,6300.0,,19954.9
322073044715,0,9000.0,,7673.51
322073045715,1,7000.0,344.0,3359.24
322073047715,1,1980.0,376.0,1035.14
322073050715,0,3000.0,344.0,3308.18
322073051715,1,2300.0,251.0,4438.8
322073052715,1,1629.0,376.0,400.0
322073053715,1,1500.0,315.0,1204.61
322073055715,0,4000.0,,6206.52
322073058715,1,3882.4,406.0,770.69
322073060715,1,2500.0,344.0,738.2
322073064715,1,4500.0,406.0,889.29
322073065715,0,4500.0,,20358.99
322073066715,0,5000.0,,13297.73
322073067715,0,2800.0,,6342.07
322073069715,0,10000.0,,16007.21
322073071715,1,3500.0,406.0,517.68
322073074715,1,2500.0,376.0,904.5
322073076715,1,2500.0,406.0,1744.55
322073077715,1,2000.0,406.0,458.42
322073078715,0,1212.0,194.0,4663.47
322073079715,1,2000.0,344.0,1206.63
322073080715,0,2800.0,251.0,8547.54
322073081715,0,3200.0,,81176.35
322073082715,0,3505.18,71.0,2128.43
322073083715,0,8000.0,,71037.89
322073084715,0,1900.0,,6088.96
322073088715,1,1700.0,284.0,2753.95
322073089715,1,2000.0,315.0,1801.56
322073090715,0,9500.0,,9794.85
322073092715,1,5000.0,344.0,2396.04
322073093715,0,8000.0,71.0,22098.0
322073096715,0,50000.0,,30120.32
322073098715,0,5000.0,284.0,4720.03
322073100715,1,5000.0,406.0,375.33
322073101715,0,15000.0,11.0,26988.05
322073102715,1,2500.0,251.0,2321.2
322073104715,0,3000.0,,5703.35
322073105715,1,74000.0,225.0,3193.96
322073107715,0,2500.0,,5649.49
322073108715,0,4500.0,,19309.71
322073111715,0,4000.0,11.0,19475.09
322073112715,0,5000.0,,34756.02
322073114715,0,1900.0,,5021.81
322073116715,1,1500.0,406.0,273.75
322073118715,1,2000.0,251.0,3869.55
322073119715,0,1981.0,41.0,7983.75
322073120715,1,14500.0,344.0,4548.81
322073121715,0,5000.0,,2323.01
322073122715,0,3000.0,,14672.51
322073123715,0,5500.0,,22599.64
322073124715,0,3000.0,,14643.69
322073125715,1,3000.0,406.0,355.0
322073126715,1,12000.0,344.0,3492.06
322073127715,0,1800.0,11.0,5632.34
322073130715,1,4000.0,315.0,2302.95
322073131715,0,2500.0,,33723.18
322073132715,1,6000.0,162.0,14212.53
322073133715,1,3000.0,284.0,1391.32
322073134715,1,1210.0,406.0,388.46
322073135715,1,3000.0,225.0,4044.99
322073136715,0,3000.0,,3797.26
322073137715,1,1900.0,406.0,362.3
322073140715,1,3900.0,406.0,452.25
322073141715,1,5314.94,251.0,7552.32
322073142715,0,5000.0,11.0,5318.24
322073143715,0,4000.0,,38501.4
322073144715,1,3000.0,225.0,2159.23
322073145715,0,3800.0,,11984.59
322073146715,0,2000.0,,2969.64
322073148715,1,3600.0,194.0,8548.1
322073152715,0,3800.0,,7420.73
322073153715,1,1912.0,376.0,514.58
322073156715,1,2500.0,376.0,720.0
322073158715,0,3500.0,,15071.69
322073160715,1,4000.0,406.0,774.95
322073164715,0,15000.0,11.0,22943.42
322073165715,0,6000.0,,18938.82
322073167715,1,2600.0,284.0,1983.3
322073173715,1,2700.0,284.0,3117.38
322073175715,1,1900.0,251.0,2251.98
322073180715,0,2800.0,,13191.46
322073181715,1,1200.0,225.0,1619.28
322073182715,1,2100.0,344.0,1165.38
322073184715,1,2500.0,284.0,3577.85
322073185715,1,1800.0,284.0,1278.99
322073196715,1,4000.0,251.0,2034.59
322073197715,1,1768.0,376.0,250.0
322073198715,0,1500.0,,17417.14
322073200715,1,4000.0,315.0,1420.0
322073201715,0,3400.0,103.0,7156.23
322073206715,1,6000.0,284.0,1876.65
322073207715,0,10000.0,11.0,263168.25
322073211715,0,5000.0,,5336.47
322073216715,0,4500.0,,6136.28
322073217715,1,2000.0,315.0,1857.99
322073219715,1,3000.0,406.0,355.0
322073225715,1,3200.0,284.0,1775.0
322073226715,0,5500.0,,7805.41
322073227715,0,2500.0,,4852.21
322073229715,1,1400.0,315.0,508.67
322073230715,1,10000.0,406.0,262.52
322073231715,0,2000.0,,3347.66
322073232715,1,6400.0,251.0,5513.64
322073233715,1,2700.0,344.0,2256.87
322073234715,0,8750.0,,13926.89
322073235715,1,6400.0,251.0,5513.72
322073236715,1,1500.0,344.0,776.36
322073240715,1,3000.0,406.0,210.02
322073242715,0,6000.0,,12039.68
322073244715,1,5000.0,162.0,2506.69
322073248715,0,5500.0,,14944.4
322073249715,1,2000.0,315.0,577.93
322073250715,1,2500.0,406.0,369.9
322073251715,0,1250.0,71.0,4260.0
322073253715,1,10000.0,344.0,6084.67
322073256715,1,2000.0,406.0,187.5
322073257715,0,5000.0,,9646.82
322073258715,0,6000.0,11.0,12848.7
322073259715,0,3000.0,,5848.6
322073260715,1,4000.0,251.0,3314.7
322073261715,0,3500.0,,6434.28
322073263715,1,2300.0,315.0,1118.17
322073268715,0,2000.0,11.0,8330.0
322073269715,1,1200.0,284.0,1052.15
322073270715,0,10000.0,,5360.92
322073271715,1,1200.0,284.0,1029.64
322073273715,0,1500.0,41.0,2553.31
322073275715,1,5000.0,315.0,1610.64
322073276715,1,2500.0,406.0,382.08
322073280715,0,3500.0,162.0,6422.64
322073284715,0,1500.0,71.0,5112.0
322073291715,0,3000.0,,3067.8
322073293715,0,32400.0,,61735.04
322073295715,0,32400.0,,61696.04
322073297715,0,20000.0,,57000.01
322073299715,0,20000.0,,57000.01
322073300715,1,2300.0,344.0,2182.5
322073303715,0,20000.0,,57039.01
322073304715,1,3000.0,344.0,1077.76
322073305715,0,4000.0,,5675.77
322073306715,1,2000.0,376.0,962.98
322073307715,1,3650.0,406.0,1207.97
322073308715,0,2800.0,,13636.46
322073309715,0,8705.91,11.0,15154.92
322073311715,0,8705.91,11.0,15130.72
322073312715,1,4400.0,344.0,1238.01
322073314715,0,5000.0,71.0,12780.0
322073316715,1,1900.0,133.0,3368.97
322073318715,0,1800.0,251.0,1834.63
322073320715,0,20000.0,,57000.01
322073321715,0,1700.0,,6332.3
322073322715,0,2500.0,,5642.07
322073323715,1,3000.0,344.0,2415.96
322073324715,0,3200.0,,14695.1
322073325715,0,8000.0,,5698.95
322073326715,1,3000.0,284.0,1420.0
322073327715,0,4000.0,,35716.18
322073329715,1,100000.0,284.0,946.95
322073330715,0,3500.0,,9034.48
322073331715,1,2200.0,344.0,1072.2
322073332715,0,8000.0,,15121.33
322073333715,0,10000.0,,52781.1
322073334715,1,8000.0,376.0,8000.0
322073335715,0,5000.0,,26482.47
322073336715,1,2000.0,133.0,6030.0
322073338715,0,2000.0,,5104.29
322073341715,0,5887.0,,11864.58
322073342715,1,2500.0,315.0,1845.0
322073344715,1,3500.0,344.0,1065.0
322073345715,0,2980.0,,9043.0
322073346715,1,3500.0,315.0,746.69
322073347715,0,1712.78,41.0,2733.3
322073348715,0,5000.0,162.0,22584.24
322073350715,1,2800.0,376.0,1091.25
322073351715,0,5000.0,,22331.85
322073353715,1,2000.0,406.0,355.0
322073355715,1,3000.0,406.0,355.0
322073356715,1,3500.0,344.0,793.6
322073358715,1,1500.0,406.0,252.52
322073359715,0,7000.0,41.0,21610.11
322073360715,0,6000.0,,3166.15
322073361715,1,1250.0,344.0,749.97
322073362715,0,4000.0,11.0,10360.0
322073363715,1,2000.0,194.0,4661.52
322073365715,1,2220.0,225.0,5178.6
322073366715,1,3500.0,344.0,900.51
322073367715,0,2500.0,,13804.48
322073368715,1,2200.0,194.0,3173.28
322073370715,1,2500.0,435.0,0.0
322073371715,1,4000.0,376.0,1940.0
322073372715,0,2000.0,11.0,4387.5
322073374715,1,1300.0,376.0,554.44
322073375715,1,1700.0,344.0,289.16
322073378715,0,3500.0,,5432.24
322073379715,1,5000.0,284.0,2016.6
322073381715,1,2800.0,344.0,499.98
322073383715,0,10000.0,,9634.87
322073384715,0,11500.0,11.0,10325.55
322073386715,0,15000.0,,7327.42
322073390715,1,7400.0,406.0,1415.0
322073391715,0,15000.0,,43293.53
322073392715,0,4000.0,,13490.19
322073395715,1,2000.0,344.0,839.85
322073397715,1,4500.0,406.0,1162.48
322073400715,0,2000.0,344.0,1863.93
322073403715,0,1500.0,,4155.34
322073406715,1,1200.0,284.0,1428.4
322073409715,0,5000.0,11.0,4687.98
322073416715,0,2000.0,,2672.12
322073417715,1,2100.0,406.0,464.35
322073418715,0,2000.0,,5801.17
322073422715,1,4800.0,376.0,1573.4
322073423715,0,1800.0,41.0,3608.3
322073425715,0,2288.0,41.0,4798.13
322073429715,1,1308.0,133.0,1334.62
322073432715,1,3000.0,344.0,729.89
322073434715,0,8600.0,,6432.03
322073436715,1,6500.0,251.0,11377.8
322073440715,1,4000.0,376.0,3513.78
322073442715,0,2500.0,,7269.84
322073443715,0,8000.0,,20460.4
322073444715,0,8000.0,,20485.17
322073446715,1,4000.0,315.0,1233.0
322073461715,0,4600.0,,11248.04
322073462715,0,3500.0,,6603.82
322073463715,0,2000.0,,2692.44
322073465715,0,9000.0,,46747.31
322073466715,0,3309.0,,5805.4
322073467715,0,2800.0,,6493.09
322073468715,1,5000.0,406.0,583.4
322073469715,0,3500.0,,5805.4
322073471715,1,2000.0,406.0,388.18
322073473715,1,2375.0,344.0,544.37
322073474715,0,5000.0,,11422.28
322073475715,0,1500.0,,22833.21
322073479715,1,3500.0,406.0,355.0
322073482715,0,2000.0,,8640.6
322073483715,0,1500.0,71.0,1622.73
322073484715,0,5000.0,,6320.0
322073485715,1,6000.0,376.0,736.6
322073487715,0,2000.0,,9612.95
322073488715,0,3500.0,,12321.28
322073489715,1,3300.0,406.0,452.86
322073491715,0,3000.0,,11917.63
322073493715,1,3600.0,194.0,5069.76
322073496715,1,1500.0,376.0,710.0
322073499715,1,1200.0,406.0,362.4
322073500715,1,4000.0,406.0,1222.22
322073501715,0,2000.0,,6136.29
322073503715,0,9315.76,,8675.05
322073507715,0,3000.0,,8091.19
322073508715,0,2400.0,103.0,1814.38
322073509715,0,4600.0,11.0,36021.24
322073510715,1,6000.0,344.0,957.58
322073512715,0,7200.0,11.0,11211.19
322073513715,0,2400.0,,11190.54
322073514715,0,2200.0,11.0,4847.67
322073515715,1,4000.0,376.0,355.0
322073516715,1,5500.0,406.0,688.0
322073519715,0,3150.0,133.0,2948.74
322073520715,1,1500.0,376.0,713.22
322073521715,1,6000.0,376.0,2705.68
322073524715,1,2400.0,406.0,362.3
322073526715,1,5000.0,284.0,8332.8
322073528715,0,4800.0,,17301.05
322073530715,0,10000.0,,6201.71
322073531715,0,1200.0,11.0,5254.62
322073532715,0,4000.0,41.0,11859.24
322073533715,0,4000.0,,5666.11
322073534715,1,15000.0,406.0,897.47
322073537715,0,4000.0,,5666.11
322073538715,0,6000.0,,27131.43
322073539715,1,6000.0,376.0,2547.2
322073540715,1,4000.0,133.0,6526.5
322073542715,0,4000.0,,17001.57
322073544715,1,2500.0,284.0,2016.6
322073545715,1,4600.0,315.0,2556.74
322073548715,0,3500.0,,8769.52
322073549715,1,22677.21,251.0,9440.4
322073550715,0,10000.0,,5351.43
322073551715,0,2800.0,71.0,8900.6
322073552715,0,8300.0,,20100.99
322073553715,0,3000.0,,3546.92
322073555715,1,2400.0,376.0,355.0
322073556715,0,3150.0,103.0,11147.29
322073557715,0,7664.0,,84894.22
322073558715,1,1959.06,133.0,5104.76
322073560715,0,7664.0,,67038.39
322073562715,0,5900.0,,4204.84
322073564715,0,2350.0,,8186.57
322073566715,0,4000.0,11.0,30299.02
322073568715,0,3354.0,,3866.64
322073569715,1,2000.0,194.0,4714.32
322073571715,1,2500.0,376.0,726.0
322073573715,1,3000.0,406.0,402.66
322073574715,0,3574.52,,4582.97
322073575715,1,1800.0,376.0,257.41
322073576715,1,2200.0,344.0,848.76
322073577715,1,5000.0,251.0,3810.14
322073578715,1,4025.0,284.0,2591.01
322073579715,1,1200.0,251.0,1167.84
322073580715,1,2500.0,406.0,481.0
322073581715,1,5000.0,133.0,11008.7
322073583715,1,2500.0,344.0,998.16
322073585715,0,25000.0,,14143.33
322073586715,0,2500.0,41.0,67709.55
322073587715,0,6033.49,,36016.19
322073588715,1,2500.0,251.0,2737.5
322073590715,1,8000.0,133.0,9940.84
322073591715,0,5000.0,103.0,6103.35
322073592715,0,5000.0,,14547.1
322073595715,1,10000.0,406.0,687.45
322073596715,1,8000.0,194.0,8813.87
322073598715,1,3650.0,406.0,642.15
322073599715,0,1700.0,,5551.74
322073600715,0,3000.0,41.0,3616.4
322073601715,0,2109.46,,15137.75
322073603715,0,5500.0,11.0,10892.94
322073604715,1,3500.0,376.0,1102.88
322073606715,1,3500.0,344.0,2677.59
322073611715,1,5000.0,251.0,8127.0
322073612715,0,3500.0,,2691.03
322073613715,1,5000.0,376.0,2151.66
322073614715,1,6000.0,315.0,3752.0
322073617715,1,6600.0,406.0,1128.0
322073619715,1,2600.0,162.0,4685.67
322073620715,1,4800.0,315.0,4680.24
322073624715,1,3000.0,344.0,2146.71
322073625715,0,4800.0,11.0,23982.85
322073627715,0,4800.0,11.0,23881.21
322073628715,0,6000.0,,52884.85
322073629715,0,3500.0,,2507.72
322073630715,0,3100.0,,9102.64
322073631715,1,6000.0,315.0,1262.6
322073632715,0,6000.0,,52836.28
322073633715,0,4000.0,,12288.77
322073634715,0,2000.0,225.0,3044.23
322073635715,0,3000.0,,6160.17
322073636715,1,4300.0,315.0,1518.27
322073638715,0,5000000.0,,3207.44
322073639715,1,3500.0,376.0,210.02
322073641715,1,3000.0,315.0,3015.0
322073642715,0,3000.0,41.0,5102.44
322073643715,1,5500.0,376.0,355.0
322073644715,0,3000.0,,13210.49
322073645715,1,1200.0,406.0,331.09
322073646715,0,10000.0,,37603.74
322073647715,1,15000.0,376.0,1856.66
322073648715,0,6000.0,,5070.7
322073649715,0,10000.0,,15187.83
322073651715,1,1800.0,376.0,1093.32
322073653715,0,2000.0,,2345.07
322073654715,1,6000.0,406.0,0.0
322073655715,0,10000.0,,5168.1
322073658715,1,4000.0,251.0,1775.0
322073659715,0,7000.0,,12728.99
322073662715,1,4700.0,376.0,3196.44
322073665715,1,2000.0,376.0,638.76
322073669715,0,1900.0,,9120.0
322073670715,0,3500.0,,8422.12
322073673715,1,4800.0,194.0,8264.95
322073674715,1,3000.0,344.0,1664.53
322073683715,1,1900.0,406.0,589.28
322073685715,1,4500.0,194.0,2854.44
322073687715,0,6000.0,,3454.66
322073688715,0,3120.0,103.0,8966.62
322073689715,1,3000.0,376.0,967.99
322073690715,1,7000.0,376.0,4073.64
322073692715,1,20000.0,406.0,7076.8
322073693715,1,3400.0,376.0,279.95
322073694715,1,2400.0,376.0,505.04
322073695715,0,2000.0,,5479.54
322073697715,0,4200.0,11.0,12929.54
322073698715,1,2500.0,406.0,687.83
322073699715,1,5000.0,225.0,10372.2
322073701715,0,2500.0,103.0,8051.2
322073705715,1,2000.0,162.0,2560.2
322073706715,0,3800.0,71.0,4872.17
322073707715,0,1800.0,284.0,3639.82
322073708715,0,4500.0,,7809.84
322073709715,1,15000.0,376.0,7380.2
322073710715,1,15000.0,376.0,7380.2
322073713715,1,2606.0,315.0,767.33
322073714715,0,3500.0,,8640.6
322073716715,0,2500.0,344.0,1896.23
322073717715,0,3800.0,406.0,4643.41
322073719715,1,15000.0,344.0,9000.0
322073720715,1,13000.0,406.0,2297.99
322073721715,1,1500.0,406.0,231.47
322073722715,0,30000.0,41.0,4523.07
322073723715,1,2100.0,344.0,1528.32
322073724715,0,2900.0,,6718.53
322073725715,1,5000.0,225.0,6294.43
322073726715,0,1500.0,,8786.03
322073727715,1,5000.0,376.0,915.0
322073731715,1,4375.0,376.0,1119.8
322073737715,1,1302.0,376.0,915.0
322073738715,1,2900.0,406.0,308.49
322073739715,0,5000.0,,5407.2
322073741715,1,2900.0,406.0,308.49
322073742715,1,3000.0,376.0,178.85
322073744715,0,10000.0,11.0,262997.89
322073750715,0,1900.0,11.0,3905.78
322073751715,0,2690.0,,3554.51
